ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID	DETECT_STATUS
4678	Yaqui	STUDY	emo majta	emo_majta	e m o + m a j t a						tn
7682	Qeqchi	STUDY	tzolok	tzolok	t z o l o kʰ						tn
9762	Otomi	STUDY	xa̲di (2)	xa̲di	x ɔ d i						tn
11154	ImbaburaQuechua	STUDY	yachajuna	yachajuna	j a tʃ a x u n a						tn
12371	Wichi	STUDY	lhaichefwen	lhaichefwen	lˠ a i tʃ e fʷ e n						tn
13641	Mapudungun	STUDY	chillkatun	chillkatun	tʃ i ʎ k a t u n	Quechua	qillqay				tn
1422	Portuguese	STUPID	tolo	tolo	t ɔ l u						
3174	Spanish	STUPID	necio	necio	n e s j o						
3175	Spanish	STUPID	estúpido	estúpido	ɛ s t u p i ð o						
3176	Spanish	STUPID	tonto	tonto	t o n t o						
4675	Yaqui	STUPID	neesio	neesio	n eː s i o	Spanish	necio				tn
5985	ZinacantanTzotzil	STUPID	bol	bol	ɓ o l						tn
5986	ZinacantanTzotzil	STUPID	buro	buro	ɓ u ɾ o	Spanish	burro				tn
5987	ZinacantanTzotzil	STUPID	choriso	choriso	tʃʰ o ɾ i s o	Spanish	chorizo				tn
5988	ZinacantanTzotzil	STUPID	chuman te7 hol	chuman_te7_hol	tʃʰ u m a n + t e ʔ + h o l						tn
7676	Qeqchi	STUPID	jip	jip	x i pʰ						tn
7677	Qeqchi	STUPID	jok	jok	x o kʰ						tn
9756	Otomi	STUPID	dondo	dondo	d o n d o	Spanish	tonto				tn
9757	Otomi	STUPID	xongo	xongo	x o n g o						tn
9758	Otomi	STUPID	'be̲mfeni	'be̲mfeni	ˀb æ m f e n i						tn
11151	ImbaburaQuechua	STUPID	muspa	muspa	m u s p a						tn
12368	Wichi	STUPID	upa’	upa’	u p a ʔ	Quechua	upa				tn
13636	Mapudungun	STUPID	noy	noy	n o y						tn
1478	Portuguese	STUTTER	gaguejar	gaguejar	ɡ a ɡ e ʒ a ʁ						
3238	Spanish	STUTTER	tartamudear	tartamudear	t a ɾ t a m u ð e a ɾ						
3239	Spanish	STUTTER	balbucear	balbucear	b a l β u s e a ɾ						
4729	Yaqui	STUTTER	nene’otu	nene’otu	n e n e ʔ o t u						tn
7737	Qeqchi	STUTTER	lotz re	lotz_re	l o t z + ɾ e						tn
7738	Qeqchi	STUTTER	tat re	tat_re	t a t + ɾ e						tn
9868	Otomi	STUTTER	nk'u̲ne	nk'u̲ne	n kʼ u n e						tn
9869	Otomi	STUTTER	mfane	mfane	m f a n e						tn
11199	ImbaburaQuechua	STUTTER	mana ali rimak	mana_ali_rimak	m a n a + a l i + ɾ i m a k						tn
12417	Wichi	STUTTER	ilej toj yomlhi	ilej_toj_yomlhi	i l e x + t o x + j o m lˠ i						tn
514	Portuguese	SUCK	chupar	chupar	ʃ u p a ʁ						
515	Portuguese	SUCK	sugar	sugar	s u ɡ a ʁ						
2213	Spanish	SUCK	chupar	chupar	tʃ u p a ɾ						
3897	Yaqui	SUCK	che’e	che’e	tʃ e ʔ e						tn
3898	Yaqui	SUCK	chuune	chuune	tʃ uː n e						tn
5320	ZinacantanTzotzil	SUCK	tz’utz’	tz’utz’	tsʼ u tsʼ						tn
6669	Qeqchi	SUCK	tz'ub'uk	tz'ub'uk	tsʼ u ɓ u kʰ						tn
8525	Otomi	SUCK	juts’i	juts’i	x u tsʼ i						tn
8526	Otomi	SUCK	tsu̲hni	tsu̲hni	ts u h n i						tn
8527	Otomi	SUCK	tsu̲t'i	tsu̲t'i	ts u t̪ʼ i						tn
10528	ImbaburaQuechua	SUCK	chupana (1)	chupana	tʃ u p a n a	Spanish	chupar				tn
11715	Wichi	SUCK	hits’e	hits’e	h i ts ʔ e						tn
12989	Mapudungun	SUCK	fochizün	fochizün	f o tʃ i z ɨ n						tn
591	Portuguese	SUGAR	açúcar	açúcar	a s u k a ʁ						
2283	Spanish	SUGAR	azúcar	azúcar	a s u k a ɾ						
3963	Yaqui	SUGAR	asuka	asuka	a s u k a	Spanish	azúcar	Portuguese	a s u k a ʁ	591	tn
5385	ZinacantanTzotzil	SUGAR	7asuka	7asuka	ʔ a s u k a	Spanish	azu*car	Portuguese	a s u k a ʁ	591	tn
6748	Qeqchi	SUGAR	asuukr	asuukr	a s uː k r	Spanish	azúcar	Portuguese	a s u k a ʁ	591	tn
8611	Otomi	SUGAR	t'axu̲t'afi	t'axu̲t'afi	t̪ʼ a x u t̪ʼ a f i						tn
10581	ImbaburaQuechua	SUGAR	mishki (2)	mishki	m i ʃ k i						tn
11766	Wichi	SUGAR	asukwi	asukwi	a s u kʷ i	Spanish	azúcar	Portuguese	a s u k a ʁ	591	tn
13044	Mapudungun	SUGAR	asukura	asukura	a s u k u ɻ a	Spanish	azúcar	Portuguese	a s u k a ʁ	591	tn
812	Portuguese	SUGAR CANE	cana de açúcar	cana_de_açúcar	k ɐ n ɐ + dʒ i + a s u k a ʁ						
2516	Spanish	SUGAR CANE	caɲa de azúcar	caɲa_de_azúcar	k a ɲ a + ð e + a s u k a ɾ						
4146	Yaqui	SUGAR CANE	asuka	asuka	a s u k a	Spanish	azúcar				tn
4147	Yaqui	SUGAR CANE	yoisana	yoisana	j o i s a n a						tn
5529	ZinacantanTzotzil	SUGAR CANE	vale7	vale7	v a l e ʔ	Tzeltal	wale7				tn
6953	Qeqchi	SUGAR CANE	utz'aal	utz'aal	u tsʼ aː l						tn
6954	Qeqchi	SUGAR CANE	asuukr utz'ajl	asuukr_utz'ajl	a s uː k ɾ + u tsʼ a x l						tn
8872	Otomi	SUGAR CANE	ndu̲xo	ndu̲xo	n d u x o						tn
10722	ImbaburaQuechua	SUGAR CANE	wiru	wiru	w i ɾ u						tn
11913	Wichi	SUGAR CANE	kanuhi	kanuhi	k a n u h i						tn
1275	Portuguese	SUMMER	verão	verão	v e ɾ ɐ̃ũ						
3014	Spanish	SUMMER	verano	verano	b ɛ ɾ a n o						
4561	Yaqui	SUMMER	tat meecha	tat_meecha	t a t + m eː tʃ a						tn
7512	Qeqchi	SUMMER	saq'ehil	saq'ehil	s a qʼ e h i l						tn
9549	Otomi	SUMMER	hñethe	hñethe	h ɲ e θ e						tn
11045	ImbaburaQuechua	SUMMER	wayra killa	wayra_killa	w a j ɾ a + k i ʒ a						tn
12259	Wichi	SUMMER	yachep	yachep	y a tʃ e p						tn
13530	Mapudungun	SUMMER	walüng	walüng	w a l ɨ ŋ						tn
64	Portuguese	SUN	sol	sol	s ɔu						
1743	Spanish	SUN	sol	sol	s o l						
3495	Yaqui	SUN	taa’a	taa’a	t aː ʔ a						tn
4925	ZinacantanTzotzil	SUN	k'ak'al	k'ak'al	k ʔ a k ʔ a l						tn
6193	Qeqchi	SUN	saq’e	saq’e	s a qʼ e						tn
7978	Otomi	SUN	hyadi	hyadi	h j a d i						tn
10197	ImbaburaQuechua	SUN	inti	inti	i n d i						tn
11355	Wichi	SUN	fwala	fwala	fʷ a l a						tn
12590	Mapudungun	SUN	antü	antü	a n t ɨ	Aymara	inti				tn
1264	Portuguese	SUNDAY	domingo	domingo	d o m ĩ ɡ u						
3003	Spanish	SUNDAY	domingo	domingo	d o m i n g o						
4550	Yaqui	SUNDAY	lominko	lominko	l o m i n k o	Spanish	domingo	Portuguese	d o m ĩ ɡ u	1264	tn
5870	ZinacantanTzotzil	SUNDAY	rominko	rominko	ɾ o m i n k o	Spanish	domingo	Portuguese	d o m ĩ ɡ u	1264	tn
7502	Qeqchi	SUNDAY	domiin, tumink, romink	domiin	d o m iː n	Spanish	domingo	Portuguese	d o m ĩ ɡ u	1264	tn
9536	Otomi	SUNDAY	ndomingo	ndomingo	n d o m i n g o	Spanish	domingo	Portuguese	d o m ĩ ɡ u	1264	tn
11034	ImbaburaQuechua	SUNDAY	dumingo	dumingo	d u m i ŋ g o	Spanish	domingo	Portuguese	d o m ĩ ɡ u	1264	tn
12248	Wichi	SUNDAY	luminku	luminku	l u m i n k u	Spanish	domingo	Portuguese	d o m ĩ ɡ u	1264	tn
1345	Portuguese	SURPRISED	surpreso	surpreso	s u ʁ p ɾ ɛ z u						
1346	Portuguese	SURPRISED	espantado	espantado	i ʃ p ɐ̃ t a d u						
3085	Spanish	SURPRISED	sorprendido	sorprendido	s o ɾ p ɾ e n d i ð o						
3086	Spanish	SURPRISED	estupefacto	estupefacto	ɛ s t u p e f a k t o						
4615	Yaqui	SURPRISED	suumeiya	suumeiya	s uː m e i j a						tn
5931	ZinacantanTzotzil	SURPRISED	ch’aytzail	ch’aytzail	tʃʼ a j tsʰ a i l						tn
7598	Qeqchi	SURPRISED	sachaamil xch’ool	sachaamil_xch’ool	s a tʃ aː m i l + ʃ tʃʼ oː l						tn
9649	Otomi	SURPRISED	'yo̲	'yo̲	ˀj ə						tn
11096	ImbaburaQuechua	SURPRISED	mancharishka	mancharishka	m a n dʒ a ɾ i ʃ k a						tn
12312	Wichi	SURPRISED	iselitej	iselitej	i s e l i t e x						tn
13581	Mapudungun	SURPRISED	afmalewen	afmalewen	a f m a l e w e n						tn
1598	Portuguese	SURRENDER	capitular	capitular	k a p i t u l a ʁ						
1599	Portuguese	SURRENDER	render-se	render-se	ʁ ẽ d ɛ ʁ s i						
3365	Spanish	SURRENDER	rendirse	rendirse	r e n d i ɾ s e						
4816	Yaqui	SURRENDER	emo su’utoja	emo_su’utoja	e m o + s u ʔ u t o j a						tn
7839	Qeqchi	SURRENDER	xe’xke rib’	xe’xke_rib’	ʃ e ʔ ʃ k e + ɾ i ɓ						tn
7840	Qeqchi	SURRENDER	q’axtesink ib’	q’axtesink_ib’	q ʔ a ʃ t e s i n k + i ɓ						tn
10043	Otomi	SURRENDER	tsabi	tsabi	ts a b i						tn
13751	Mapudungun	SURRENDER	entrekawün	entrekawün	e n ʈʂ e k a w ɨ n	Spanish	entregarse				tn
1443	Portuguese	SUSPECT	suspeitar	suspeitar	s u ʃ p ei t a ʁ						
3201	Spanish	SUSPECT	sospechar	sospechar	s o s p e tʃ a ɾ						
4695	Yaqui	SUSPECT	junentule	junentule	j u n e n t u l e						tn
7700	Qeqchi	SUSPECT	xk’a’uxlankil	xk’a’uxlankil	ʃ kʼ a ʔ u ʃ l a n k i l						tn
9796	Otomi	SUSPECT	beni	beni	b e n i						tn
9797	Otomi	SUSPECT	ntso̲'mi	ntso̲'mi	n ts ə ˀm i						tn
9798	Otomi	SUSPECT	nsu	nsu	ⁿs u						tn
12387	Wichi	SUSPECT	titsefwana	titsefwana	t i ts e fʷ a n a						tn
518	Portuguese	SWALLOW	tragar	tragar	t ɾ a ɡ a ʁ						
519	Portuguese	SWALLOW	engolir	engolir	ẽ ɡ o l i ʁ						
2216	Spanish	SWALLOW	tragar	tragar	t ɾ a ɣ a ɾ						
3900	Yaqui	SWALLOW	wi’ukta	wi’ukta	w i ʔ u k t a						tn
5322	ZinacantanTzotzil	SWALLOW	bik’	bik’	ɓ i kʼ						tn
6673	Qeqchi	SWALLOW	nuq'uk	nuq'uk	n u qʼ u kʰ	Western Mayan	*nuq’				tn
8529	Otomi	SWALLOW	jänt'i	jänt'i	x ɐ n t̪ʼ i						tn
8530	Otomi	SWALLOW	tut'i (2)	tut'i	t̪ u t̪ʼ i						tn
10530	ImbaburaQuechua	SWALLOW	millpuna	millpuna	m i ʒ p u n a						tn
11717	Wichi	SWALLOW	tim	tim	t i m						tn
12991	Mapudungun	SWALLOW	rulmen	rulmen	ɻ u l m e n						tn
51	Portuguese	SWAMP	pântano	pântano	p ɐ̃ t ɐ n u						
52	Portuguese	SWAMP	pantanal	pantanal	p ɐ̃ t ɐ n au						
1731	Spanish	SWAMP	pantano	pantano	p a n t a n o						
3488	Yaqui	SWAMP	ba’ajeelo	ba’ajeelo	b a ʔ a j eː l o						tn
4916	ZinacantanTzotzil	SWAMP	7ach'eltik	7ach'eltik	ʔ a tʃʰ ʔ e l t i k						tn
4917	ZinacantanTzotzil	SWAMP	sha7ab	sha7ab	ʃ a ʔ a b						tn
6184	Qeqchi	SWAMP	saab’	saab’	s aː ɓ						tn
6185	Qeqchi	SWAMP	k’anha’	k’anha’	kʼ a n + h a ʔ						tn
10190	ImbaburaQuechua	SWAMP	turu allpa	turu_allpa	t u ɾ u + a ʒ p a						tn
11348	Wichi	SWAMP	inotw’et	inotw’et	i n o t wˀ e t						tn
12579	Mapudungun	SWAMP	llozko	llozko	ʎ o z k o						tn
12580	Mapudungun	SWAMP	menoko	menoko	m e n o k o						tn
1633	Portuguese	SWEAR	jurar	jurar	ʒ u ɾ a ʁ						
3397	Spanish	SWEAR	jurar	jurar	x u ɾ a ɾ						
4842	Yaqui	SWEAR	juraroa	juraroa	j u r a r o a	Spanish	juzgar	Portuguese	ʒ u ɾ a ʁ	1633	tn
7872	Qeqchi	SWEAR	ch’olob’ankil	ch’olob’ankil	tʃʼ o l o ɓ a n k i l						tn
10095	Otomi	SWEAR	noni Jwä	noni_Jwä	n o n i + x w ɐ						tn
11287	ImbaburaQuechua	SWEAR	jurana	jurana	x u ɾ a n a	Spanish	jurar				tn
420	Portuguese	SWEAT (PERSPIRE)	suar	suar	s u a ʁ						
421	Portuguese	SWEAT (PERSPIRE)	transpirar	transpirar	t ɾ ɐ̃ ʃ p i ɾ a ʁ						
2115	Spanish	SWEAT (PERSPIRE)	sudar	sudar	s u ð a ɾ						
3824	Yaqui	SWEAT (PERSPIRE)	tatabujte	tatabujte	t a t a b u j t e						tn
5244	ZinacantanTzotzil	SWEAT (PERSPIRE)	chik’inah	chik’inah	tʃʰ i kʼ i n a h						tn
6565	Qeqchi	SWEAT (PERSPIRE)	tiqob'ak, tiqob'ank	tiqob'ak	t i q o ɓ a kʰ						tn
8417	Otomi	SWEAT (PERSPIRE)	nxanthe	nxanthe	n x a n θ e						tn
8418	Otomi	SWEAT (PERSPIRE)	honthe	honthe	h o n θ e						tn
10468	ImbaburaQuechua	SWEAT (PERSPIRE)	sudana	sudana	s u d a n a	Spanish	sudar				tn
11649	Wichi	SWEAT (PERSPIRE)	chefw ilon	chefw_ilon	tʃ e fʷ + i l o n						tn
12922	Mapudungun	SWEAT (PERSPIRE)	arofün	arofün	a ɻ o f ɨ n						tn
862	Portuguese	SWEEP	varrer	varrer	v a ʁ e ʁ						
2570	Spanish	SWEEP	barrer	barrer	b a r ɛ ɾ						
4187	Yaqui	SWEEP	jichike	jichike	j i tʃ i k e						tn
5570	ZinacantanTzotzil	SWEEP	mes	mes	m e s						tn
7023	Qeqchi	SWEEP	mesunk	mesunk	m e s u n kʰ						tn
8980	Otomi	SWEEP	paxi	paxi	p a x i						tn
8981	Otomi	SWEEP	joki	joki	x o k i						tn
10756	ImbaburaQuechua	SWEEP	fichana (1)	fichana	ɸ i tʃ a n a						tn
11949	Wichi	SWEEP	isek	isek	i s e k						tn
13228	Mapudungun	SWEEP	lepün (1)	lepün	l e p ɨ n						tn
1288	Portuguese	SWEET	doce	doce	d ɔ s i						
3027	Spanish	SWEET	dulce	dulce	d u l s e						
4572	Yaqui	SWEET	kaka	kaka	k a k a						tn
5887	ZinacantanTzotzil	SWEET	chi7	chi7	tʃʰ i ʔ			Portuguese	d ɔ s i	1288	fp
7526	Qeqchi	SWEET	ki'	ki'	k i ʔ						tn
9568	Otomi	SWEET	xi 'ñu	xi_'ñu	x i + ˀɲ u						tn
11054	ImbaburaQuechua	SWEET	mishki	mishki	m i ʃ k i						tn
12268	Wichi	SWEET	nitsot	nitsot	n i ts o t						tn
13540	Mapudungun	SWEET	kochü	kochü	k o tʃ ɨ						tn
805	Portuguese	SWEET POTATO	batata doce	batata_doce	b a t a t ɐ + d ɔ s i						
2506	Spanish	SWEET POTATO	camote	camote	k a m o t e						
2507	Spanish	SWEET POTATO	batata	batata	b a t a t a						
4141	Yaqui	SWEET POTATO	kamoote	kamoote	k a m oː t e	Nahuatl	camotli				tn
6947	Qeqchi	SWEET POTATO	is	is	i s						tn
8865	Otomi	SWEET POTATO	bo̲'kwä	bo̲'kwä	b ə ˀkʷ ɐ						tn
10717	ImbaburaQuechua	SWEET POTATO	kamuti	kamuti	k a m u t i	Nahuatl					tn
11909	Wichi	SWEET POTATO	watata	watata	w a t a t a	Spanish	batata				tn
474	Portuguese	SWELLING	inchação	inchação	ĩ ʃ a s ɐ̃ũ						
2171	Spanish	SWELLING	hinchazón	hinchazón	i n tʃ a s o n						
3861	Yaqui	SWELLING	bajila	bajila	b a j i l a						tn
5282	ZinacantanTzotzil	SWELLING	situbel	situbel	s i t u ɓ e l						tn
6617	Qeqchi	SWELLING	siipilal, siip	siipilal	s iː p i l a l						tn
6618	Qeqchi	SWELLING	teb'elal	teb'elal	t e ɓ e l a l						tn
8467	Otomi	SWELLING	hneni	hneni	h n e n i						tn
10500	ImbaburaQuechua	SWELLING	pungi	pungi	p u ŋ g i						tn
11683	Wichi	SWELLING	t’ikwa	t’ikwa	t ʔ i kʷ a						tn
12956	Mapudungun	SWELLING	iñchalen	iñchalen	i ɲ tʃ a l e n	Spanish	hinchazón				tn
12957	Mapudungun	SWELLING	ponkwin	ponkwin	p o n k w i n	Quechua	punquiy				tn
931	Portuguese	SWIM	nadar	nadar	n a d a ʁ						
2647	Spanish	SWIM	nadar	nadar	n a ð a ɾ						
4242	Yaqui	SWIM	bajume	bajume	b a j u m e						tn
5622	ZinacantanTzotzil	SWIM	nushih	nushih	n u ʃ i h						tn
7101	Qeqchi	SWIM	numxik	numxik	n u m ʃ i kʰ						tn
9087	Otomi	SWIM	'ña̲the	'ña̲the	ˀɲ ɔ θ e			Portuguese	n a d a ʁ	931	fp
9088	Otomi	SWIM	'me̲the	'me̲the	ˀm æ θ e						tn
10801	ImbaburaQuechua	SWIM	wambuna	wambuna	w a m b u n a						tn
11993	Wichi	SWIM	t’ilin	t’ilin	t ʔ i l i n						tn
13276	Mapudungun	SWIM	weyelün	weyelün	w e y e l ɨ n						tn
1583	Portuguese	SWORD	espada	espada	i ʃ p a d ɐ						
3350	Spanish	SWORD	espada	espada	ɛ s p a ð a						
4810	Yaqui	SWORD	ejpaam	ejpaam	e j p aː m	Spanish	espada				tn
6099	ZinacantanTzotzil	SWORD	7espara	7espara	ʔ e s p a ɾ a	Spanish	espada	Portuguese	i ʃ p a d ɐ	1583	tn
7828	Qeqchi	SWORD	makaan	makaan	m a k aː n	Spanish	macana				tn
10019	Otomi	SWORD	ma nts'äjwai	ma_nts'äjwai	m a + n tsʼ ɐ xʷ a i						tn
11264	ImbaburaQuechua	SWORD	ispada	ispada	i s p a d a	Spanish	espada	Portuguese	i ʃ p a d ɐ	1583	tn
12493	Wichi	SWORD	lakatnhat	lakatnhat	l a k a t n̥ a t						tn
710	Portuguese	TABLE	mesa	mesa	m ɛ z ɐ						
2406	Spanish	TABLE	mesa	mesa	m e s a						
4073	Yaqui	TABLE	meesa	meesa	m eː s a	Spanish	mesa	Portuguese	m ɛ z ɐ	710	tn
5462	ZinacantanTzotzil	TABLE	mesha	mesha	m e ʃ a	Spanish	mesa	Portuguese	m ɛ z ɐ	710	tn
6860	Qeqchi	TABLE	meex	meex	m eː ʃ	Spanish	mesa	Portuguese	m ɛ z ɐ	710	tn
8755	Otomi	TABLE	mexa	mexa	m e x a	Spanish	mesa	Portuguese	m ɛ z ɐ	710	tn
10657	ImbaburaQuechua	TABLE	miza	miza	m i z a	Spanish	mesa	Portuguese	m ɛ z ɐ	710	tn
11853	Wichi	TABLE	mesa	mesa	m e s a	Spanish	mesa	Portuguese	m ɛ z ɐ	710	tn
13123	Mapudungun	TABLE	mesa	mesa	m e s a	Spanish	mesa	Portuguese	m ɛ z ɐ	710	tn
13124	Mapudungun	TABLE	rentrülwe	rentrülwe	ɻ e n ʈʂ ɨ l w e						tn
324	Portuguese	TAIL	cauda	cauda	k au d ɐ						
325	Portuguese	TAIL	rabo	rabo	ʁ a b u						
2020	Spanish	TAIL	cola	cola	k o l a						
3735	Yaqui	TAIL	bwasia	bwasia	bʷ a s i a						tn
5152	ZinacantanTzotzil	TAIL	neil	neil	n e i l						tn
6467	Qeqchi	TAIL	ye	ye	j e						tn
8320	Otomi	TAIL	ts'u̲ (1)	ts'u̲	ts ʔ u						tn
10392	ImbaburaQuechua	TAIL	chupa	chupa	tʃ u p a						tn
11572	Wichi	TAIL	tochos	tochos	t o tʃ o s						tn
12843	Mapudungun	TAIL	külen	külen	k ɨ l e n						tn
606	Portuguese	TAILOR	alfaiate	alfaiate	au f ai a tʃ i						
2298	Spanish	TAILOR	sastre	sastre	s a s t ɾ e						
3980	Yaqui	TAILOR	tajo’ota jojoame	tajo’ota_jojoame	t a j o ʔ o t a + j o j o a m e						tn
6763	Qeqchi	TAILOR	aj b’ojonel	aj_b’ojonel	a x + ɓ o x o n e l						tn
8631	Otomi	TAILOR	‘we̲di	‘we̲di	ˀw æ d i						tn
8632	Otomi	TAILOR	'we̲’bitu	'we̲’bitu	ˀw æ ʔ b i t̪ u						tn
11779	Wichi	TAILOR	totsekkawu	totsekkawu	t o ts e k k a w u						tn
1011	Portuguese	TAKE	tomar	tomar	t o m a ʁ						
2729	Spanish	TAKE	tomar	tomar	t o m a ɾ						
2730	Spanish	TAKE	coger	coger	k o x ɛ ɾ						
4320	Yaqui	TAKE	nu’e	nu’e	n u ʔ e						tn
5673	ZinacantanTzotzil	TAKE	7ich’	7ich’	ʔ i tʃʼ						tn
5674	ZinacantanTzotzil	TAKE	7ik’ (2)	7ik’	ʔ i kʼ						tn
5675	ZinacantanTzotzil	TAKE	tzak	tzak	tsʰ a k						tn
5676	ZinacantanTzotzil	TAKE	tam	tam	t a m			Portuguese	t o m a ʁ	1011	fp
7193	Qeqchi	TAKE	chapok	chapok	tʃ a p o kʰ						tn
9203	Otomi	TAKE	ju	ju	x u						tn
10852	ImbaburaQuechua	TAKE	japina (1)	japina	x a p i n a						tn
12057	Wichi	TAKE	tachema	tachema	t a tʃ e m a						tn
13331	Mapudungun	TAKE	tun	tun	t u n						tn
1134	Portuguese	TALL	alto	alto	au t u						
2867	Spanish	TALL	alto	alto	a l t o						
4422	Yaqui	TALL	teebe	teebe	t eː b e						tn
5768	ZinacantanTzotzil	TALL	natil	natil	n a t i l						tn
5769	ZinacantanTzotzil	TALL	vatz’al	vatz’al	v a tsʼ a l						tn
7328	Qeqchi	TALL	najt roq	najt_roq	n a x t + ɾ o qʰ						tn
7329	Qeqchi	TALL	najt xteram	najt_xteram	n a x t + ʃ t e ɾ a m						tn
7330	Qeqchi	TALL	nim roq	nim_roq	n i m + ɾ o qʰ						tn
7331	Qeqchi	TALL	nim xteram	nim_xteram	n i m + ʃ t e ɾ a m						tn
7332	Qeqchi	TALL	yak'ach	yak'ach	j a kʼ a tʃ						tn
7333	Qeqchi	TALL	b'arich'	b'arich'	ɓ a ɾ i tʃʼ						tn
9357	Otomi	TALL	xi hñets'i	xi_hñets'i	x i + h ɲ e tsʼ i						tn
9358	Otomi	TALL	xi ma	xi_ma	x i + m a						tn
9359	Otomi	TALL	hets'i (1)	hets'i	h e tsʼ i			Portuguese	au t u	1134	fp
10940	ImbaburaQuechua	TALL	jatun	jatun	x a t u ŋ						tn
12155	Wichi	TALL	pitaj	pitaj	p i t a x						tn
13424	Mapudungun	TALL	fütra witran	fütra_witran	f ɨ ʈʂ a + w i ʈʂ a n						tn
1286	Portuguese	TASTE (SOMETHING)	sabor	sabor	s a b ɔ ʁ						
1287	Portuguese	TASTE (SOMETHING)	gosto	gosto	ɡ ɔ ʃ t u						
3025	Spanish	TASTE (SOMETHING)	gustar	gustar	g u s t a ɾ						
3026	Spanish	TASTE (SOMETHING)	saborear	saborear	s a β o ɾ e a ɾ						
4570	Yaqui	TASTE (SOMETHING)	tu’ure	tu’ure	t u ʔ u r e						tn
4571	Yaqui	TASTE (SOMETHING)	kiale	kiale	k i a l e						tn
5886	ZinacantanTzotzil	TASTE (SOMETHING)	pas preva	pas_preva	pʰ a s + p ɾ e v a	Spanish	preva				tn
7524	Qeqchi	TASTE (SOMETHING)	hulak chi uhej	hulak_chi_uhej	h u l a k + tʃ i + u h e x						tn
7525	Qeqchi	TASTE (SOMETHING)	xyalb’al xsahil	xyalb’al_xsahil	ʃ j a l ɓ a l + ʃ s a h i l						tn
9567	Otomi	TASTE (SOMETHING)	xi nkuhi	xi_nkuhi	x i + n k u h i						tn
11053	ImbaburaQuechua	TASTE (SOMETHING)	gushtana	gushtana	g u ʃ t a n a	Spanish	gustar	Portuguese	ɡ ɔ ʃ t u	1287	tn
12267	Wichi	TASTE (SOMETHING)	yelhthu	yelhthu	y e lˠ tʰ u						tn
13539	Mapudungun	TASTE (SOMETHING)	kümentun	kümentun	k ɨ m e n t u n						tn
664	Portuguese	TATTOO	tatuagem	tatuagem	t a t u a ʒ ẽĩ						
2359	Spanish	TATTOO	tatuaje	tatuaje	t a t w a x e						
6812	Qeqchi	TATTOO	eetalil	eetalil	eː t a l i l						tn
8699	Otomi	TATTOO	kwatu̲ja̲t'i ar ngo̲	kwatu̲ja̲t'i_ar_ngo̲	kʷ a t̪ u x ɔ t̪ʼ i + a r + n g ə						tn
11821	Wichi	TATTOO	tolet	tolet	t o l e t						tn
1049	Portuguese	TAX	imposto	imposto	ĩ p o ʃ t u						
1050	Portuguese	TAX	taxa	taxa	t a ʃ ɐ						
2772	Spanish	TAX	impuesto	impuesto	i m p w ɛ s t o						
2773	Spanish	TAX	tributo	tributo	t ɾ i β u t o						
4349	Yaqui	TAX	impuejtom	impuejtom	i m p u e j t o m	Spanish	impuesto				tn
5701	ZinacantanTzotzil	TAX	tojel `ak'el	tojel_`ak'el	t o ħ e l + ʔ a k ʔ e l						tn
7232	Qeqchi	TAX	toj (1)	toj	t o x			Portuguese	t a ʃ ɐ	1050	fp
9249	Otomi	TAX	njut'i	njut'i	n x u t̪ʼ i						tn
10879	ImbaburaQuechua	TAX	impwesto	impwesto	i m b w e s t o	Spanish	impuesto	Portuguese	ĩ p o ʃ t u	1049	tn
12086	Wichi	TAX	impuesto	impuesto	i m p u e s t o	Spanish	impuesto	Portuguese	ĩ p o ʃ t u	1049	tn
1427	Portuguese	TEACH	ensinar	ensinar	ẽ s i n a ʁ						
3181	Spanish	TEACH	enseɲar	enseɲar	e n s e ɲ a ɾ						
4679	Yaqui	TEACH	majta	majta	m a j t a						tn
5991	ZinacantanTzotzil	TEACH	chanubtas	chanubtas	tʃʰ a n u ɓ t a s						tn
5992	ZinacantanTzotzil	TEACH	p’ihubtas	p’ihubtas	pʼ i h u ɓ t a s						tn
7683	Qeqchi	TEACH	tzolok	tzolok	t z o l o kʰ						tn
9763	Otomi	TEACH	xahni	xahni	x a h n i						tn
9764	Otomi	TEACH	xa̲nbi	xa̲nbi	x ɔ n b i						tn
9765	Otomi	TEACH	udi	udi	u d i						tn
9766	Otomi	TEACH	uti	uti	u t̪ i						tn
9767	Otomi	TEACH	nete	nete	n e t̪ e						tn
11155	ImbaburaQuechua	TEACH	yachachina	yachachina	j a tʃ a tʃ i n a						tn
12372	Wichi	TEACH	ichefwen	ichefwen	i tʃ e fʷ e n						tn
13642	Mapudungun	TEACH	kimelün	kimelün	k i m e l ɨ n						tn
1429	Portuguese	TEACHER	professor	professor	p ɾ o f e s ɔ ʁ						
3183	Spanish	TEACHER	profesor	profesor	p ɾ o f e s o ɾ						
3184	Spanish	TEACHER	maestro	maestro	m a ɛ s t ɾ o						
4681	Yaqui	TEACHER	maejto	maejto	m a e j t o	Spanish	maestro				tn
4682	Yaqui	TEACHER	propesor	propesor	p r o p e s o r	Spanish	profesor	Portuguese	p ɾ o f e s ɔ ʁ	1429	tn
