ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
7830	Qeqchi	Mayan	SHIELD	lak’am, lakam	lak’am	l a kʼ a m	Ch’olan	lakam			
10026	Otomi	Otomanguean	SHIELD	ñänte	ñänte	ɲ ɐ n t̪ e					
10027	Otomi	Otomanguean	SHIELD	nxu̲ni (2)	nxu̲ni	n x u n i					
10028	Otomi	Otomanguean	SHIELD	'ma̲i	'ma̲i	ˀm ɔ i					
11266	ImbaburaQuechua	Quechuan	SHIELD	unancha	unancha	u n a n dʒ a					
1305	Portuguese	Indo-European	SHINE	brilhar	brilhar	b ɾ i ʎ a ʁ					
3046	Spanish	Indo-European	SHINE	brillar	brillar	b ɾ i ʝ a ɾ					
4584	Yaqui	Uto-Aztecan	SHINE	beojtachichi’ite	beojtachichi’ite	b e o j t a tʃ i tʃ i ʔ i t e					
7542	Qeqchi	Mayan	SHINE	lemlotk	lemlotk	l e m l o t kʰ					
9596	Otomi	Otomanguean	SHINE	jwe̲ts'i	jwe̲ts'i	xʷ æ tsʼ i					
9597	Otomi	Otomanguean	SHINE	jwe̲ti	jwe̲ti	xʷ æ t̪ i					
9598	Otomi	Otomanguean	SHINE	jwe̲xki	jwe̲xki	xʷ æ x k i					
11066	ImbaburaQuechua	Quechuan	SHINE	punchashayana	punchashayana	p u n dʒ a ʃ a j a n a					
12280	Wichi	Matacoan	SHINE	isi	isi	i s i					
13551	Mapudungun	Araucanian	SHINE	wilüfün	wilüfün	w i l ɨ f ɨ n					
994	Portuguese	Indo-European	SHIP	navio	navio	n a v j u					
2711	Spanish	Indo-European	SHIP	buque	buque	b u k e					
2712	Spanish	Indo-European	SHIP	barco	barco	b a ɾ k o					
4301	Yaqui	Uto-Aztecan	SHIP	bajut	bajut	b a j u t					
4302	Yaqui	Uto-Aztecan	SHIP	barko	barko	b a r k o	Spanish	barco			
7179	Qeqchi	Mayan	SHIP	b’arko	b’arko	ɓ a ɾ k o	Spanish	barco			
7180	Qeqchi	Mayan	SHIP	mama’ jukub’	mama’_jukub’	m a m a ʔ + x u k u ɓ					
9183	Otomi	Otomanguean	SHIP	motsa dehe	motsa_dehe	m o ts a + d e h e					
9184	Otomi	Otomanguean	SHIP	bojä dehe	bojä_dehe	b o x ɐ + d e h e					
9185	Otomi	Otomanguean	SHIP	barko	barko	b a r k o	Spanish	barco			
12045	Wichi	Matacoan	SHIP	walku	walku	w a l k u	Spanish	barco			
633	Portuguese	Indo-European	SHIRT	camisa	camisa	k ɐ m i z ɐ					
2324	Spanish	Indo-European	SHIRT	camisa	camisa	k a m i s a					
4006	Yaqui	Uto-Aztecan	SHIRT	supem	supem	s u p e m					
5419	ZinacantanTzotzil	Mayan	SHIRT	moketeil	moketeil	m o k e t e i l					
6787	Qeqchi	Mayan	SHIRT	kamiis	kamiis	k a m iː s	Spanish	camisa			
8663	Otomi	Otomanguean	SHIRT	xayu	xayu	x a j u					
8664	Otomi	Otomanguean	SHIRT	pahni	pahni	p a h n i					
10614	ImbaburaQuechua	Quechuan	SHIRT	kamiza	kamiza	k a m i z a	Spanish	camisa	Portuguese	k ɐ m i z ɐ	633
11798	Wichi	Matacoan	SHIRT	y’eche	y’eche	y ʔ e tʃ e					
13074	Mapudungun	Araucanian	SHIRT	kamisa	kamisa	k a m i s a	Spanish	camisa	Portuguese	k ɐ m i z ɐ	633
434	Portuguese	Indo-European	SHIT (DEFECATE)	defecar	defecar	d e f e k a ʁ					
2131	Spanish	Indo-European	SHIT (DEFECATE)	defecar	defecar	d e f e k a ɾ					
2132	Spanish	Indo-European	SHIT (DEFECATE)	excremento	excremento	ɛ k s k ɾ e m e n t o					
3837	Yaqui	Uto-Aztecan	SHIT (DEFECATE)	bwita	bwita	bʷ i t a					
5258	ZinacantanTzotzil	Mayan	SHIT (DEFECATE)	tza’an	tza’an	tsʰ a ʔ a n					
5259	ZinacantanTzotzil	Mayan	SHIT (DEFECATE)	ch’ay ba	ch’ay_ba	tʃʼ a j + ɓ a					
6590	Qeqchi	Mayan	SHIT (DEFECATE)	k'otak	k'otak	k ʔ o t a kʰ	Q’anjob’alan	k’ot			
6591	Qeqchi	Mayan	SHIT (DEFECATE)	tz'eqok ib'	tz'eqok_ib'	tsʼ e q o k + i ɓ					
8436	Otomi	Otomanguean	SHIT (DEFECATE)	poho (1)	poho	p o h o					
10480	ImbaburaQuechua	Quechuan	SHIT (DEFECATE)	ismana	ismana	i s m a n a					
11661	Wichi	Matacoan	SHIT (DEFECATE)	t’alham	t’alham	t ʔ a lˠ a m					
12934	Mapudungun	Araucanian	SHIT (DEFECATE)	men	men	m e n					
436	Portuguese	Indo-European	SHIVER	tiritar	tiritar	tʃ i ɾ i t a ʁ					
437	Portuguese	Indo-European	SHIVER	tremer	tremer	t ɾ e m e ʁ					
2134	Spanish	Indo-European	SHIVER	temblar	temblar	t e m b l a ɾ					
3840	Yaqui	Uto-Aztecan	SHIVER	emo yooa	emo_yooa	e m o + j oː a					
5262	ZinacantanTzotzil	Mayan	SHIVER	nik	nik	n i k					
6593	Qeqchi	Mayan	SHIVER	parpotk	parpotk	p a ɾ p o t kʰ					
6594	Qeqchi	Mayan	SHIVER	siksotk	siksotk	s i k s o t kʰ					
8440	Otomi	Otomanguean	SHIVER	bi	bi	b i					
8441	Otomi	Otomanguean	SHIVER	bit'i	bit'i	b i t̪ʼ i					
8442	Otomi	Otomanguean	SHIVER	nhwät'i	nhwät'i	nʷʰ ɐ t̪ʼ i					
10482	ImbaburaQuechua	Quechuan	SHIVER	chujchuna	chujchuna	tʃ u x tʃ u n a					
11663	Wichi	Matacoan	SHIVER	tachettilhi	tachettilhi	t a tʃ e t t i lˠ i					
11664	Wichi	Matacoan	SHIVER	tachettiche	tachettiche	t a tʃ e t t i tʃ e					
12936	Mapudungun	Araucanian	SHIVER	yafyafün	yafyafün	y a f y a f ɨ n					
641	Portuguese	Indo-European	SHOE	sapato	sapato	s a p a t u					
2332	Spanish	Indo-European	SHOE	zapato	zapato	s a p a t o					
4015	Yaqui	Uto-Aztecan	SHOE	boocham	boocham	b oː tʃ a m	Spanish	botas			
5423	ZinacantanTzotzil	Mayan	SHOE	sapato	sapato	s a p a t o	Spanish	zapato	Portuguese	s a p a t u	641
6795	Qeqchi	Mayan	SHOE	xaab’	xaab’	ʃ aː ɓ					
8671	Otomi	Otomanguean	SHOE	ze̲xthi	ze̲xthi	z æ x θ i					
10619	ImbaburaQuechua	Quechuan	SHOE	ushuta	ushuta	u ʃ u t a					
11804	Wichi	Matacoan	SHOE	tonisoj	tonisoj	t o n i s o x					
13079	Mapudungun	Araucanian	SHOE	zapatu	zapatu	z a p a t u	Spanish	zapato	Portuguese	s a p a t u	641
13080	Mapudungun	Araucanian	SHOE	sumel	sumel	s u m e l					
643	Portuguese	Indo-European	SHOEMAKER	sapateiro	sapateiro	s a p a t ei ɾ u					
2334	Spanish	Indo-European	SHOEMAKER	zapatero	zapatero	s a p a t ɛ ɾ o					
4017	Yaqui	Uto-Aztecan	SHOEMAKER	sapateo	sapateo	s a p a t e o	Spanish	zapatero			
4018	Yaqui	Uto-Aztecan	SHOEMAKER	bochareo	bochareo	b o tʃ a r e o	Spanish	botas			
6797	Qeqchi	Mayan	SHOEMAKER	aj yiib’om xaab’	aj_yiib’om_xaab’	a x + j iː ɓ o m + ʃ aː ɓ					
8674	Otomi	Otomanguean	SHOEMAKER	mot’uzexthi	mot’uzexthi	m o t̪ʼ u z e x θ i					
8675	Otomi	Otomanguean	SHOEMAKER	mazexthi	mazexthi	m a z e x θ i					
11806	Wichi	Matacoan	SHOEMAKER	sapatuwu	sapatuwu	s a p a t u w u	Spanish	zapato			
1615	Portuguese	Indo-European	SHOOT	disparar	disparar	dʒ i ʃ p a ɾ a ʁ					
1616	Portuguese	Indo-European	SHOOT	fuzilar	fuzilar	f u z i l a ʁ					
3383	Spanish	Indo-European	SHOOT	tirar	tirar	t i ɾ a ɾ					
3384	Spanish	Indo-European	SHOOT	disparar	disparar	d i s p a ɾ a ɾ					
4828	Yaqui	Uto-Aztecan	SHOOT	pusilaroa	pusilaroa	p u s i l a r o a	Spanish	fusilar			
6107	ZinacantanTzotzil	Mayan	SHOOT	lok’es bala	lok’es_bala	l o kʼ e s + ɓ a l a	Spanish	bala			
6108	ZinacantanTzotzil	Mayan	SHOOT	lok’es tiro	lok’es_tiro	l o kʼ e s + t i ɾ o	Spanish	tiro			
6109	ZinacantanTzotzil	Mayan	SHOOT	nitbe bala	nitbe_bala	n i t ɓ e + ɓ a l a	Spanish	bala			
6110	ZinacantanTzotzil	Mayan	SHOOT	vom ta bala	vom_ta_bala	v o m + t a + ɓ a l a	Spanish	bala			
7857	Qeqchi	Mayan	SHOOT	puub'ank	puub'ank	p uː ɓ a n kʰ					
10073	Otomi	Otomanguean	SHOOT	e̲i	e̲i	æ i					
10074	Otomi	Otomanguean	SHOOT	k'ahni	k'ahni	k ʔ a h n i					
10075	Otomi	Otomanguean	SHOOT	ät’i	ät’i	ɐ t̪ʼ i					
10076	Otomi	Otomanguean	SHOOT	he̲gi	he̲gi	h æ g i					
11276	ImbaburaQuechua	Quechuan	SHOOT	shitana (2)	shitana	ʃ i t a n a					
12508	Wichi	Matacoan	SHOOT	tiyoj	tiyoj	t i j o x					
13759	Mapudungun	Araucanian	SHOOT	tralkatun	tralkatun	ʈʂ a l k a t u n					
19	Portuguese	Indo-European	SHORE	margem	margem	m a ʁ ʒ ẽĩ					
20	Portuguese	Indo-European	SHORE	costa	costa	k ɔ ʃ t ɐ					
21	Portuguese	Indo-European	SHORE	praia	praia	p ɾ ai ɐ					
1702	Spanish	Indo-European	SHORE	ribera	ribera	r i β ɛ ɾ a					
1703	Spanish	Indo-European	SHORE	playa	playa	p l a ʝ a					
1704	Spanish	Indo-European	SHORE	costa	costa	k o s t a					
3466	Yaqui	Uto-Aztecan	SHORE	bawe mayoa	bawe_mayoa	b a w e + m a j o a					
4903	ZinacantanTzotzil	Mayan	SHORE	ti' _________	ti'__________	t i					
6166	Qeqchi	Mayan	SHORE	chi re ha’	chi_re_ha’	tʃ i + ɾ e + h a ʔ					
7942	Otomi	Otomanguean	SHORE	ñänthe	ñänthe	ɲ ɐ n θ e					
7943	Otomi	Otomanguean	SHORE	nenthe	nenthe	n e n θ e					
7944	Otomi	Otomanguean	SHORE	ñäni (2)	ñäni	ɲ ɐ n i					
7945	Otomi	Otomanguean	SHORE	nengi	nengi	n e n g i					
10177	ImbaburaQuechua	Quechuan	SHORE	manya (2)	manya	m a n j a					
11335	Wichi	Matacoan	SHORE	tewuk lhip	tewuk_lhip	t e w u k + lˠ i p					
12560	Mapudungun	Araucanian	SHORE	inaltu	inaltu	i n a l t u					
1135	Portuguese	Indo-European	SHORT	curto	curto	k u ʁ t u					
2868	Spanish	Indo-European	SHORT	corto	corto	k o ɾ t o					
4423	Yaqui	Uto-Aztecan	SHORT	pochilai	pochilai	p o tʃ i l a i					
5770	ZinacantanTzotzil	Mayan	SHORT	tzapo	tzapo	tsʰ a p o	Tojolabal	tzapo			
7334	Qeqchi	Mayan	SHORT	tupus roq	tupus_roq	t u p u s + ɾ o qʰ					
7335	Qeqchi	Mayan	SHORT	kach'in xteram	kach'in_xteram	k a tʃʼ i n + ʃ t e ɾ a m					
7336	Qeqchi	Mayan	SHORT	kach'in roq	kach'in_roq	k a tʃʼ i n + ɾ o qʰ					
7337	Qeqchi	Mayan	SHORT	ch'ot	ch'ot	tʃʼ o tʰ					
9360	Otomi	Otomanguean	SHORT	hingi ma	hingi_ma	h i n g i + m a					
9361	Otomi	Otomanguean	SHORT	ar dozu	ar_dozu	a r + d o z u					
9362	Otomi	Otomanguean	SHORT	ta txu̲tx'u̲lo	ta_txu̲tx'u̲lo	t̪ a + t̪ x u t̪ x ʔ u l o					
9363	Otomi	Otomanguean	SHORT	xi tx'u̲ki	xi_tx'u̲ki	x i + t̪ x ʔ u k i					
9364	Otomi	Otomanguean	SHORT	nkohi	nkohi	n k o h i					
10941	ImbaburaQuechua	Quechuan	SHORT	uchilla	uchilla	u tʃ i ʒ a					
12156	Wichi	Matacoan	SHORT	niptaja	niptaja	n i p t a x a					
13425	Mapudungun	Araucanian	SHORT	pichituw	pichituw	p i tʃ i t u w					
364	Portuguese	Indo-European	SHOULDER	ombro	ombro	õ b ɾ u					
2059	Spanish	Indo-European	SHOULDER	hombro	hombro	o m b ɾ o					
3770	Yaqui	Uto-Aztecan	SHOULDER	jenom	jenom	j e n o m					
5186	ZinacantanTzotzil	Mayan	SHOULDER	nekebal	nekebal	n e k e ɓ a l					
6508	Qeqchi	Mayan	SHOULDER	xb’een tel	xb’een_tel	ʃ ɓ eː n + t e l					
8361	Otomi	Otomanguean	SHOULDER	xi'xi	xi'xi	x i ˀx i					
10424	ImbaburaQuechua	Quechuan	SHOULDER	umbru	umbru	u m b ɾ u	Spanish	hombro			
11604	Wichi	Matacoan	SHOULDER	tofwapu	tofwapu	t o fʷ a p u					
12877	Mapudungun	Araucanian	SHOULDER	llangka foro	llangka_foro	ʎ a ŋ k a + f o ɻ o					
12878	Mapudungun	Araucanian	SHOULDER	falke	falke	f a l k e					
365	Portuguese	Indo-European	SHOULDERBLADE	omoplata	omoplata	o m o p l a t ɐ					
2060	Spanish	Indo-European	SHOULDERBLADE	escápula	escápula	ɛ s k a p u l a					
2061	Spanish	Indo-European	SHOULDERBLADE	omóplato	omóplato	o m o p l a t o					
3771	Yaqui	Uto-Aztecan	SHOULDERBLADE	omooplato	omooplato	o m oː p l a t o	Spanish	omóplato	Portuguese	o m o p l a t ɐ	365
3772	Yaqui	Uto-Aztecan	SHOULDERBLADE	paleetam	paleetam	p a l eː t a m	Spanish	paleta			
6509	Qeqchi	Mayan	SHOULDERBLADE	b'aqel xb'een tel	b'aqel_xb'een_tel	ɓ a q e l + ʃ ɓ eː n + t e l					
8362	Otomi	Otomanguean	SHOULDERBLADE	nxi'ñe	nxi'ñe	n x i ˀɲ e					
10425	ImbaburaQuechua	Quechuan	SHOULDERBLADE	pillischaka	pillischaka	p i ʒ i s tʃ a k a					
11605	Wichi	Matacoan	SHOULDERBLADE	tofwapu lhile	tofwapu_lhile	t o fʷ a p u + lˠ i l e					
1471	Portuguese	Indo-European	SHOUT	gritar	gritar	ɡ ɾ i t a ʁ					
3229	Spanish	Indo-European	SHOUT	gritar	gritar	g ɾ i t a ɾ					
4722	Yaqui	Uto-Aztecan	SHOUT	chaae	chaae	tʃ aː e					
6029	ZinacantanTzotzil	Mayan	SHOUT	7avan	7avan	ʔ a v a n					
7727	Qeqchi	Mayan	SHOUT	q'ichok e	q'ichok_e	qʼ i tʃ o k + e	Q’anjob’alan	q’ich			
7728	Qeqchi	Mayan	SHOUT	chajok e	chajok_e	tʃ a x o k + e					
9848	Otomi	Otomanguean	SHOUT	mafi	mafi	m a f i					
9849	Otomi	Otomanguean	SHOUT	mahni	mahni	m a h n i					
9850	Otomi	Otomanguean	SHOUT	mat'i	mat'i	m a t̪ʼ i					
9851	Otomi	Otomanguean	SHOUT	nwe̲t'i	nwe̲t'i	nʷ æ t̪ʼ i					
11192	ImbaburaQuechua	Quechuan	SHOUT	kaparina	kaparina	k a p a ɾ i n a					
12411	Wichi	Matacoan	SHOUT	t’on	t’on	t ʔ o n					
13681	Mapudungun	Araucanian	SHOUT	wirarün	wirarün	w i ɻ a ɻ ɨ n					
750	Portuguese	Indo-European	SHOVEL	pá	pá	p a					
2444	Spanish	Indo-European	SHOVEL	pala	pala	p a l a					
4099	Yaqui	Uto-Aztecan	SHOVEL	paalam	paalam	p aː l a m	Spanish	pala			
5489	ZinacantanTzotzil	Mayan	SHOVEL	pala	pala	pʰ a l a	Spanish	pala			
6895	Qeqchi	Mayan	SHOVEL	paal	paal	p aː l	Spanish	pala			
8804	Otomi	Otomanguean	SHOVEL	pala	pala	p a l a	Spanish	pala			
10682	ImbaburaQuechua	Quechuan	SHOVEL	pala	pala	p a l a	Spanish	pala			
11873	Wichi	Matacoan	SHOVEL	pala	pala	p a l a	Spanish	pala			
13151	Mapudungun	Araucanian	SHOVEL	pala	pala	p a l a	Spanish	pala			
1304	Portuguese	Indo-European	SHOW	mostrar	mostrar	m o ʃ t ɾ a ʁ					
3044	Spanish	Indo-European	SHOW	mostrar	mostrar	m o s t ɾ a ɾ					
3045	Spanish	Indo-European	SHOW	seɲalar	seɲalar	s e ɲ a l a ɾ					
4583	Yaqui	Uto-Aztecan	SHOW	bittua	bittua	b i t t u a					
5898	ZinacantanTzotzil	Mayan	SHOW	7ak’ ta k’elel	7ak’_ta_k’elel	ʔ a kʼ + t a + kʼ e l e l					
5899	ZinacantanTzotzil	Mayan	SHOW	ye7	ye7	j e ʔ					
7541	Qeqchi	Mayan	SHOW	k'utuk	k'utuk	k ʔ u t u kʰ					
9594	Otomi	Otomanguean	SHOW	udi	udi	u d i					
9595	Otomi	Otomanguean	SHOW	uti	uti	u t̪ i					
11065	ImbaburaQuechua	Quechuan	SHOW	rikuchina	rikuchina	ʐ i k u tʃ i n a					
12279	Wichi	Matacoan	SHOW	ipoyna	ipoyna	i p o j n a					
13550	Mapudungun	Araucanian	SHOW	pengelün	pengelün	p e ŋ e l ɨ n					
1475	Portuguese	Indo-European	SHRIEK	guinchar	guinchar	ɡ ĩ ʃ a ʁ					
3235	Spanish	Indo-European	SHRIEK	chillar	chillar	tʃ i ʝ a ɾ					
4726	Yaqui	Uto-Aztecan	SHRIEK	bwaana	bwaana	bʷ aː n a					
7733	Qeqchi	Mayan	SHRIEK	yaab'ak	yaab'ak	j aː ɓ a kʰ					
9857	Otomi	Otomanguean	SHRIEK	mafi	mafi	m a f i					
9858	Otomi	Otomanguean	SHRIEK	nts'ihni	nts'ihni	n tsʼ i h n i					
11196	ImbaburaQuechua	Quechuan	SHRIEK	kaparina	kaparina	k a p a ɾ i n a					
1098	Portuguese	Indo-European	SHUT	fechar	fechar	f e ʃ a ʁ					
2831	Spanish	Indo-European	SHUT	cerrar	cerrar	s ɛ r a ɾ					
4391	Yaqui	Uto-Aztecan	SHUT	eta	eta	e t a					
5737	ZinacantanTzotzil	Mayan	SHUT	nup' ba	nup'_ba	n u p ɓ a					
7286	Qeqchi	Mayan	SHUT	tz'apok	tz'apok	tsʼ a p o kʰ					
9321	Otomi	Otomanguean	SHUT	kot'i	kot'i	k o t̪ʼ i					
10915	ImbaburaQuechua	Quechuan	SHUT	bichkana	bichkana	b i tʃ k a n a					
12130	Wichi	Matacoan	SHUT	hipuhi	hipuhi	h i p u h i					
13398	Mapudungun	Araucanian	SHUT	nürüfün	nürüfün	n ɨ ɻ ɨ f ɨ n					
13399	Mapudungun	Araucanian	SHUT	seran	seran	s e ɻ a n	Spanish	cerrar			
140	Portuguese	Indo-European	SIBLING	irmão	irmão	i ʁ m ɐ̃ũ					
141	Portuguese	Indo-European	SIBLING	irmã	irmã	i ʁ m ɐ̃					
1817	Spanish	Indo-European	SIBLING	hermano	hermano	ɛ ɾ m a n o					
1818	Spanish	Indo-European	SIBLING	hermana	hermana	ɛ ɾ m a n a					
4998	ZinacantanTzotzil	Mayan	SIBLING	chi7ilil	chi7ilil	tʃʰ i ʔ i l i l	Quiche	ERG-achi7il			
6273	Qeqchi	Mayan	SIBLING	anab’	anab’	a n a ɓ					
8064	Otomi	Otomanguean	SIBLING	ku	ku	k u					
12674	Mapudungun	Araucanian	SIBLING	lamngenwen	lamngenwen	l a m ŋ e n w e n					
464	Portuguese	Indo-European	SICK	doente	doente	d o ẽ tʃ i					
465	Portuguese	Indo-European	SICK	doença	doença	d o ẽ s ɐ					
2159	Spanish	Indo-European	SICK	enfermo	enfermo	e m f ɛ ɾ m o					
2160	Spanish	Indo-European	SICK	enfermedad	enfermedad	e m f ɛ ɾ m e ð a ð					
3855	Yaqui	Uto-Aztecan	SICK	ko’okoe	ko’okoe	k o ʔ o k o e					
5275	ZinacantanTzotzil	Mayan	SICK	7ip	7ip	ʔ i p					
6609	Qeqchi	Mayan	SICK	yaj	yaj	j a x					
8458	Otomi	Otomanguean	SICK	da̲thi	da̲thi	d ɔ θ i					
10494	ImbaburaQuechua	Quechuan	SICK	unkushka	unkushka	u ŋ g u ʃ k a					
11677	Wichi	Matacoan	SICK	lawit’oy ihi	lawit’oy_ihi	l a w i t ʔ o j + i h i					
12950	Mapudungun	Araucanian	SICK	kutran	kutran	k u ʈʂ a n					
759	Portuguese	Indo-European	SICKLE OR SCYTHE	foice	foice	f oi s i					
760	Portuguese	Indo-European	SICKLE OR SCYTHE	gadanha	gadanha	ɡ a d ɐ ɲ ɐ					
2455	Spanish	Indo-European	SICKLE OR SCYTHE	hoz	hoz	o s					
2456	Spanish	Indo-European	SICKLE OR SCYTHE	guadaɲa	guadaɲa	g w a ð a ɲ a					
4107	Yaqui	Uto-Aztecan	SICKLE OR SCYTHE	oosam	oosam	oː s a m	Spanish	hoz			
5494	ZinacantanTzotzil	Mayan	SICKLE OR SCYTHE	hos (2)	hos	h o s	Spanish	hoz			
6904	Qeqchi	Mayan	SICKLE OR SCYTHE	k'onk'ookil ch'iich'	k'onk'ookil_ch'iich'	k ʔ o n kʼ oː k i l + tʃʼ iː tʃʼ					
8813	Otomi	Otomanguean	SICKLE OR SCYTHE	t'e̲xu̲	t'e̲xu̲	t̪ʼ æ x u					
10688	ImbaburaQuechua	Quechuan	SICKLE OR SCYTHE	usis	usis	u s i s	Spanish	hoz			
11880	Wichi	Matacoan	SICKLE OR SCYTHE	matsetaj	matsetaj	m a ts e t a x	Spanish	machete			
13161	Mapudungun	Araucanian	SICKLE OR SCYTHE	wazaña	wazaña	w a z a ɲ a	Spanish	guadaña			
13162	Mapudungun	Araucanian	SICKLE OR SCYTHE	ichona	ichona	i tʃ o n a	Quechua	ichuna			
1114	Portuguese	Indo-European	SIDE	lado	lado	l a d u					
2845	Spanish	Indo-European	SIDE	lado	lado	l a ð o					
2846	Spanish	Indo-European	SIDE	costado	costado	k o s t a ð o					
4402	Yaqui	Uto-Aztecan	SIDE	chaka’aria	chaka’aria	tʃ a k a ʔ a r i a					
5747	ZinacantanTzotzil	Mayan	SIDE	7ibel	7ibel	ʔ i ɓ e l					
5748	ZinacantanTzotzil	Mayan	SIDE	shokon	shokon	ʃ o k o n					
7301	Qeqchi	Mayan	SIDE	pak'al	pak'al	p a kʼ a l					
7302	Qeqchi	Mayan	SIDE	k'atq sa'	k'atq_sa'	k ʔ a t q + s a ʔ					
9338	Otomi	Otomanguean	SIDE	hyo	hyo	h j o					
10925	ImbaburaQuechua	Quechuan	SIDE	manya	manya	m a n j a					
12140	Wichi	Matacoan	SIDE	lhip	lhip	lˠ i p					
13409	Mapudungun	Araucanian	SIDE	afkazi	afkazi	a f k a z i					
552	Portuguese	Indo-European	SIEVE OR STRAIN	peneira	peneira	p e n ei ɾ ɐ					
553	Portuguese	Indo-European	SIEVE OR STRAIN	coador	coador	k o a d o ʁ					
554	Portuguese	Indo-European	SIEVE OR STRAIN	coar	coar	k o a ʁ					
2247	Spanish	Indo-European	SIEVE OR STRAIN	cribar	cribar	k ɾ i β a ɾ					
2248	Spanish	Indo-European	SIEVE OR STRAIN	colar	colar	k o l a ɾ					
2249	Spanish	Indo-European	SIEVE OR STRAIN	cerner	cerner	s ɛ ɾ n ɛ ɾ					
3931	Yaqui	Uto-Aztecan	SIEVE OR STRAIN	kolaroa	kolaroa	k o l a r o a	Spanish	colar			
5346	ZinacantanTzotzil	Mayan	SIEVE OR STRAIN	chih	chih	tʃʰ i h					
5347	ZinacantanTzotzil	Mayan	SIEVE OR STRAIN	chichin	chichin	tʃʰ i tʃʰ i n					
6709	Qeqchi	Mayan	SIEVE OR STRAIN	tz'ilok	tz'ilok	tsʼ i l o kʰ	Mopan	tz’iil			
8572	Otomi	Otomanguean	SIEVE OR STRAIN	fats'i	fats'i	f a tsʼ i					
8573	Otomi	Otomanguean	SIEVE OR STRAIN	faki	faki	f a k i					
10554	ImbaburaQuechua	Quechuan	SIEVE OR STRAIN	shushuna	shushuna	ʃ u ʃ u n a					
11739	Wichi	Matacoan	SIEVE OR STRAIN	isaphi	isaphi	i s a pʰ i					
13018	Mapudungun	Araucanian	SIEVE OR STRAIN	chaytun	chaytun	tʃ a y t u n					
1300	Portuguese	Indo-European	SILENCE	quieto	quieto	k i ɛ t u					
3039	Spanish	Indo-European	SILENCE	silencio	silencio	s i l e n s j o					
3040	Spanish	Indo-European	SILENCE	tranquilo	tranquilo	t ɾ a n k i l o					
612	Portuguese	Indo-European	SILK	seda	seda	s ɛ d ɐ					
2303	Spanish	Indo-European	SILK	seda	seda	s e ð a					
3984	Yaqui	Uto-Aztecan	SILK	seeda	seeda	s eː d a	Spanish	seda	Portuguese	s ɛ d ɐ	612
5401	ZinacantanTzotzil	Mayan	SILK	sat xela	sat_xela	s a t + ʃ e l a					
6767	Qeqchi	Mayan	SILK	seda	seda	s e d a	Spanish	seda	Portuguese	s ɛ d ɐ	612
8636	Otomi	Otomanguean	SILK	seda	seda	s e d a	Spanish	seda	Portuguese	s ɛ d ɐ	612
10598	ImbaburaQuechua	Quechuan	SILK	seda	seda	s e d a	Spanish	seda	Portuguese	s ɛ d ɐ	612
11783	Wichi	Matacoan	SILK	seda	seda	s e d a	Spanish	seda	Portuguese	s ɛ d ɐ	612
13057	Mapudungun	Araucanian	SILK	seza	seza	s e z a	Spanish	seda			
879	Portuguese	Indo-European	SILVER	prata	prata	p ɾ a t ɐ					
2589	Spanish	Indo-European	SILVER	plata	plata	p l a t a					
4203	Yaqui	Uto-Aztecan	SILVER	laata ~ plaata	laata	l aː t a	Spanish	plata			
7040	Qeqchi	Mayan	SILVER	plaat	plaat	p l aː tʰ	Spanish	plata			
7041	Qeqchi	Mayan	SILVER	saqi ch’iich’	saqi_ch’iich’	s a q i + tʃʼ iː tʃʼ					
9012	Otomi	Otomanguean	SILVER	t'axi (2)	t'axi	t̪ʼ a x i					
10769	ImbaburaQuechua	Quechuan	SILVER	kulqui	kulqui	k u l q u i					
11961	Wichi	Matacoan	SILVER	plata	plata	p l a t a	Spanish	plata			
13242	Mapudungun	Araucanian	SILVER	liqen	liqen	l i ɣ e n					
13243	Mapudungun	Araucanian	SILVER	pulata	pulata	p u l a t a	Spanish	plata			
1162	Portuguese	Indo-European	SIMILAR	parecido	parecido	p a ɾ e s i d u					
2895	Spanish	Indo-European	SIMILAR	semejante	semejante	s e m e x a n t e					
2896	Spanish	Indo-European	SIMILAR	parecido	parecido	p a ɾ e s i ð o					
4443	Yaqui	Uto-Aztecan	SIMILAR	nana’ana	nana’ana	n a n a ʔ a n a					
5792	ZinacantanTzotzil	Mayan	SIMILAR	ko7ol	ko7ol	k o ʔ o l					
5793	ZinacantanTzotzil	Mayan	SIMILAR	pareho	pareho	pʰ a ɾ e h o	Spanish	parejo			
7379	Qeqchi	Mayan	SIMILAR	chanchan	chanchan	tʃ a n tʃ a n					
7380	Qeqchi	Mayan	SIMILAR	jo'	jo'	x o ʔ					
7381	Qeqchi	Mayan	SIMILAR	ru	ru	r u					
9401	Otomi	Otomanguean	SIMILAR	hñe̲he̲	hñe̲he̲	h ɲ æ h æ					
9402	Otomi	Otomanguean	SIMILAR	'rangu (2)	'rangu	ˀr a n g u					
9403	Otomi	Otomanguean	SIMILAR	nthe̲	nthe̲	n θ æ					
9404	Otomi	Otomanguean	SIMILAR	mahye̲gi	mahye̲gi	m a h j æ g i					
9405	Otomi	Otomanguean	SIMILAR	mahye̲tho	mahye̲tho	m a h j æ θ o					
10960	ImbaburaQuechua	Quechuan	SIMILAR	chayshina	chayshina	tʃ a j ʃ i n a					
