ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_ID
5881	Qeqchi	Mayan	SOFT	yab'yab'	yab'yab'	j a ɓ j a ɓ	0.0				
5882	Qeqchi	Mayan	SOFT	roq'roq'	roq'roq'	r o qʼ ɾ o qʼ	0.0				
7944	Otomi	Otomanguean	SOFT	xi ntudi	xi_ntudi	x i + n t̪ u d i	0.0				
9398	ImbaburaQuechua	Quechuan	SOFT	amuklla	amuklla	a m u k ʒ a	0.5				
10612	Wichi	Matacoan	SOFT	tak’efwi	tak’efwi	t a k ʔ e fʷ i	0.0				
11882	Mapudungun	Araucanian	SOFT	ngüfash	ngüfash	ŋ ɨ f a ʃ	0.0				
1658	Spanish	Indo-European	SOLDIER	soldado	soldado	s o l d a ð o					
3119	Yaqui	Uto-Aztecan	SOLDIER	sontao	sontao	s o n t a o	1.0	Spanish	soldado		
4409	ZinacantanTzotzil	Mayan	SOLDIER	soltaro	soltaro	s o l t a ɾ o	1.0	Spanish	soldado	Spanish	1658
4410	ZinacantanTzotzil	Mayan	SOLDIER	h7ak’ k’ok’	h7ak’_k’ok’	h ʔ a kʼ + kʼ o kʼ	0.0				
6133	Qeqchi	Mayan	SOLDIER	soldaa, sola	soldaa	s o l d aː	1.0	Spanish	soldado	Spanish	1658
6134	Qeqchi	Mayan	SOLDIER	aj kookox	aj_kookox	a x + k oː k o ʃ	0.0				
8323	Otomi	Otomanguean	SOLDIER	su̲ndado	su̲ndado	s u n d a d o	1.0	Spanish	soldado	Spanish	1658
8324	Otomi	Otomanguean	SOLDIER	soldado	soldado	s o l d a d o	1.0	Spanish	soldado	Spanish	1658
9577	ImbaburaQuechua	Quechuan	SOLDIER	auka	auka	a u k a	0.0				
10800	Wichi	Matacoan	SOLDIER	sip’o	sip’o	s i p ʔ o	0.0				
10801	Wichi	Matacoan	SOLDIER	sulhtawu	sulhtawu	s u lˠ t a w u	1.0	Spanish	soldado	Spanish	1658
1243	Spanish	Indo-European	SOME	un poco	un_poco	u m + p o k o					
1244	Spanish	Indo-European	SOME	algo	algo	a l ɣ o					
1245	Spanish	Indo-European	SOME	alguno	alguno	a l ɣ u n o					
2800	Yaqui	Uto-Aztecan	SOME	jita	jita	j i t a	0.0				
5729	Qeqchi	Mayan	SOME	algo	algo	a l g o	1.0	Spanish	algo	Spanish	1244
5730	Qeqchi	Mayan	SOME	junaq	junaq	x u n a qʰ	0.0				
5731	Qeqchi	Mayan	SOME	ka’b’ayaq	ka’b’ayaq	k a ʔ ɓ a j a qʰ	0.0				
5732	Qeqchi	Mayan	SOME	k’a’na	k’a’na	kʼ a ʔ n a	0.0				
7759	Otomi	Otomanguean	SOME	'naxtui	'naxtui	ˀn a x t̪ u i	0.0				
7760	Otomi	Otomanguean	SOME	'na	'na	ˀn a	0.0				
9301	ImbaburaQuechua	Quechuan	SOME	wakin	wakin	w a k i ŋ	0.0				
10518	Wichi	Matacoan	SOME	mayek	mayek	m a j e k	0.0				
11786	Mapudungun	Araucanian	SOME	kiñeke	kiñeke	k i ɲ e k e	0.0				
1296	Spanish	Indo-European	SOMETIMES	a veces	a_veces	a + β e s e s					
2842	Yaqui	Uto-Aztecan	SOMETIMES	amako	amako	a m a k o	0.0				
4167	ZinacantanTzotzil	Mayan	SOMETIMES	7oy....7oy	7oy....7oy	ʔ o j + ʔ o j	0.0				
4168	ZinacantanTzotzil	Mayan	SOMETIMES	bak’intik	bak’intik	ɓ a kʼ i n t i k	0.0				
5798	Qeqchi	Mayan	SOMETIMES	ramro'	ramro'	r a m ɾ o ʔ	0.0				
7826	Otomi	Otomanguean	SOMETIMES	ya n’andi	ya_n’andi	j a + n ʔ a n d i	0.0				
9333	ImbaburaQuechua	Quechuan	SOMETIMES	wakinpi	wakinpi	w a k i m b i	0.0				
11823	Mapudungun	Araucanian	SOMETIMES	kiñeke naq	kiñeke_naq	k i ɲ e k e + n a ɣ	0.0				
11824	Mapudungun	Araucanian	SOMETIMES	kiñeke rupa	kiñeke_rupa	k i ɲ e k e + ɻ u p a	0.0				
124	Spanish	Indo-European	SON	hijo	hijo	i x o					
1867	Yaqui	Uto-Aztecan	SON	uusi	uusi	uː s i	0.0			Spanish	124
1868	Yaqui	Uto-Aztecan	SON	pale ~ paale	pale	p a l e	1.0	Spanish	padre		
3302	ZinacantanTzotzil	Mayan	SON	kerem	kerem	k e ɾ e m	0.0				
4579	Qeqchi	Mayan	SON	al	al	a l	0.0				
4580	Qeqchi	Mayan	SON	alal	alal	a l a l	0.75	Ch’olan	*alal		
6363	Otomi	Otomanguean	SON	bätsi	bätsi	b ɐ ts i	0.0				
6364	Otomi	Otomanguean	SON	ts'u̲nt'u̲	ts'u̲nt'u̲	ts ʔ u n t̪ʼ u	0.0				
6365	Otomi	Otomanguean	SON	metsi	metsi	m e ts i	0.0				
8565	ImbaburaQuechua	Quechuan	SON	churi	churi	tʃ u ɾ i	0.0				
9721	Wichi	Matacoan	SON	tolhos	tolhos	t o lˠ o s	0.0				
10972	Mapudungun	Araucanian	SON	fotüm	fotüm	f o t ɨ m	0.0				
10973	Mapudungun	Araucanian	SON	wentru püñeñ	wentru_püñeñ	w e n ʈʂ u + p ɨ ɲ e ɲ	0.0				
162	Spanish	Indo-European	SON-IN-LAW (OF MAN)	yerno	yerno	ɟ ʝ ɛ ɾ n o					
1916	Yaqui	Uto-Aztecan	SON-IN-LAW (OF MAN)	mo’one	mo’one	m o ʔ o n e	0.0				
3335	ZinacantanTzotzil	Mayan	SON-IN-LAW (OF MAN)	ni7il	ni7il	n i ʔ i l	0.0				
4618	Qeqchi	Mayan	SON-IN-LAW (OF MAN)	hi’	hi’	h i ʔ	0.0				
6413	Otomi	Otomanguean	SON-IN-LAW (OF MAN)	'me̲hä	'me̲hä	ˀm æ h ɐ	0.0				
8596	ImbaburaQuechua	Quechuan	SON-IN-LAW (OF MAN)	yirnu (1)	yirnu	j i ɾ n u	1.0	Spanish	yerno	Spanish	162
9749	Wichi	Matacoan	SON-IN-LAW (OF MAN)	tofwayenek	tofwayenek	t o fʷ a j e n e k	0.0				
11033	Mapudungun	Araucanian	SON-IN-LAW (OF MAN)	chezkuy	chezkuy	tʃ e z k u y	0.0				
163	Spanish	Indo-European	SON-IN-LAW (OF WOMAN)	yerno	yerno	ɟ ʝ ɛ ɾ n o					
1917	Yaqui	Uto-Aztecan	SON-IN-LAW (OF WOMAN)	mo’one	mo’one	m o ʔ o n e	0.0				
3336	ZinacantanTzotzil	Mayan	SON-IN-LAW (OF WOMAN)	ni7il	ni7il	n i ʔ i l	0.0				
4619	Qeqchi	Mayan	SON-IN-LAW (OF WOMAN)	hi’	hi’	h i ʔ	0.0				
6414	Otomi	Otomanguean	SON-IN-LAW (OF WOMAN)	'me̲hä	'me̲hä	ˀm æ h ɐ	0.0				
8597	ImbaburaQuechua	Quechuan	SON-IN-LAW (OF WOMAN)	yirnu (2)	yirnu	j i ɾ n u	1.0	Spanish	yerno	Spanish	163
9750	Wichi	Matacoan	SON-IN-LAW (OF WOMAN)	tofwayenek	tofwayenek	t o fʷ a j e n e k	0.0				
11034	Mapudungun	Araucanian	SON-IN-LAW (OF WOMAN)	püñmu	püñmu	p ɨ ɲ m u	0.0				
1297	Spanish	Indo-European	SOON	pronto	pronto	p ɾ o n t o					
2843	Yaqui	Uto-Aztecan	SOON	lautia	lautia	l a u t i a	0.0				
2844	Yaqui	Uto-Aztecan	SOON	leptia	leptia	l e p t i a	0.0				
2845	Yaqui	Uto-Aztecan	SOON	sepia ~ sep	sepia	s e p i a	0.0				
4169	ZinacantanTzotzil	Mayan	SOON	nopol	nopol	n o p o l	0.0				
5799	Qeqchi	Mayan	SOON	tikto	tikto	t i k t o	0.0				
7827	Otomi	Otomanguean	SOON	'nihi	'nihi	ˀn i h i	0.0				
9334	ImbaburaQuechua	Quechuan	SOON	ñapash	ñapash	ɲ a p a ʃ	0.0				
11825	Mapudungun	Araucanian	SOON	mütamüten	mütamüten	m ɨ t a m ɨ t e n	0.0				
1401	Spanish	Indo-European	SOUL	alma	alma	a l m a					
2931	Yaqui	Uto-Aztecan	SOUL	jiapsi	jiapsi	j i a p s i	0.0				
4247	ZinacantanTzotzil	Mayan	SOUL	7anima	7anima	ʔ a n i m a	1.0	Spanish	a*nima		
5914	Qeqchi	Mayan	SOUL	ch'oolej	ch'oolej	tʃʼ oː l e x	0.0				
7965	Otomi	Otomanguean	SOUL	anxe̲	anxe̲	a n x æ	1.0	Spanish	angel		
9412	ImbaburaQuechua	Quechuan	SOUL	alma	alma	a l m a	1.0	Spanish	alma	Spanish	1401
10628	Wichi	Matacoan	SOUL	lahesek	lahesek	l a h e s e k	0.0				
11896	Mapudungun	Araucanian	SOUL	püllü	püllü	p ɨ ʎ ɨ	0.0				
11897	Mapudungun	Araucanian	SOUL	am	am	a m	0.0				
1352	Spanish	Indo-European	SOUND OR NOISE	sonido	sonido	s o n i ð o					
1353	Spanish	Indo-European	SOUND OR NOISE	ruido	ruido	r w i ð o					
2896	Yaqui	Uto-Aztecan	SOUND OR NOISE	jaiti jiia	jaiti_jiia	j a i t i + j iː a	0.0				
5852	Qeqchi	Mayan	SOUND OR NOISE	xkuxb'il	xkuxb'il	ʃ k u ʃ ɓ i l	0.0				
5853	Qeqchi	Mayan	SOUND OR NOISE	yaab'	yaab'	j aː ɓ	0.0				
7895	Otomi	Otomanguean	SOUND OR NOISE	zu̲nt'i	zu̲nt'i	z u n t̪ʼ i	0.0			Spanish	1352
7896	Otomi	Otomanguean	SOUND OR NOISE	ñu̲niwa	ñu̲niwa	ɲ u n i w a	0.0				
7897	Otomi	Otomanguean	SOUND OR NOISE	ñu̲ni	ñu̲ni	ɲ u n i	0.0				
7898	Otomi	Otomanguean	SOUND OR NOISE	'ront'i	'ront'i	ˀr o n t̪ʼ i	0.0				
7899	Otomi	Otomanguean	SOUND OR NOISE	hmafi	hmafi	h m a f i	0.0				
7900	Otomi	Otomanguean	SOUND OR NOISE	hñahni	hñahni	h ɲ a h n i	0.0				
7901	Otomi	Otomanguean	SOUND OR NOISE	nga̲nt'i	nga̲nt'i	n g ɔ n t̪ʼ i	0.0				
7902	Otomi	Otomanguean	SOUND OR NOISE	ntu̲ni	ntu̲ni	n t̪ u n i	0.0				
7903	Otomi	Otomanguean	SOUND OR NOISE	nzu̲ni	nzu̲ni	n z u n i	0.0				
7904	Otomi	Otomanguean	SOUND OR NOISE	yu̲nt'i	yu̲nt'i	j u n t̪ʼ i	0.0				
9378	ImbaburaQuechua	Quechuan	SOUND OR NOISE	bulla	bulla	b u ʒ a	1.0	Spanish	bulla		
10592	Wichi	Matacoan	SOUND OR NOISE	lapak	lapak	l a p a k	0.0				
11864	Mapudungun	Araucanian	SOUND OR NOISE	zungun	zungun	z u ŋ u n	0.0			Spanish	1352
582	Spanish	Indo-European	SOUP	sopa	sopa	s o p a					
2261	Yaqui	Uto-Aztecan	SOUP	soopam	soopam	s oː p a m	1.0	Spanish	sopa	Spanish	582
5048	Qeqchi	Mayan	SOUP	kaalt	kaalt	k aː l tʰ	1.0	Spanish	caldo		
5049	Qeqchi	Mayan	SOUP	ya’al	ya’al	j a ʔ a l	0.0				
6908	Otomi	Otomanguean	SOUP	sopa	sopa	s o p a	1.0	Spanish	sopa	Spanish	582
8883	ImbaburaQuechua	Quechuan	SOUP	mikuna	mikuna	m i k u n a	0.0				
10069	Wichi	Matacoan	SOUP	sathi	sathi	s a tʰ i	0.0				
11350	Mapudungun	Araucanian	SOUP	korü	korü	k o ɻ ɨ	0.0				
1347	Spanish	Indo-European	SOUR	ácido	ácido	a s i ð o					
1348	Spanish	Indo-European	SOUR	agrio	agrio	a ɣ ɾ j o					
2892	Yaqui	Uto-Aztecan	SOUR	chiibu	chiibu	tʃ iː b u	0.0				
4207	ZinacantanTzotzil	Mayan	SOUR	poh	poh	pʰ o h	0.0				
5846	Qeqchi	Mayan	SOUR	ch’am	ch’am	tʃʼ a m	0.0				
5847	Qeqchi	Mayan	SOUR	remrem	remrem	r e m ɾ e m	0.0				
5848	Qeqchi	Mayan	SOUR	rub'rub'	rub'rub'	r u ɓ ɾ u ɓ	0.0				
7889	Otomi	Otomanguean	SOUR	xi ixki	xi_ixki	x i + i x k i	0.0				
7890	Otomi	Otomanguean	SOUR	xi 'ñixt'i	xi_'ñixt'i	x i + ˀɲ i x t̪ʼ i	0.0				
7891	Otomi	Otomanguean	SOUR	xi 'ñixi	xi_'ñixi	x i + ˀɲ i x i	0.0				
7892	Otomi	Otomanguean	SOUR	xi 'ñits'i	xi_'ñits'i	x i + ˀɲ i tsʼ i	0.0				
9374	ImbaburaQuechua	Quechuan	SOUR	jayaj (2)	jayaj	x a j a x	0.0				
11860	Mapudungun	Araucanian	SOUR	kotrü	kotrü	k o ʈʂ ɨ	0.75	Gününa Yajüch	xïtran		
1176	Spanish	Indo-European	SOUTH	sur	sur	s u ɾ					
2730	Yaqui	Uto-Aztecan	SOUTH	ta’ata yeu weye betana	ta’ata_yeu_weye_betana	t a ʔ a t a + j e u + w e j e + b e t a n a	0.0				
2731	Yaqui	Uto-Aztecan	SOUTH	suur	suur	s uː r	1.0	Spanish	sur	Spanish	1176
4076	ZinacantanTzotzil	Mayan	SOUTH	shokon vinahel	shokon_vinahel	ʃ o k o n + v i n a h e l	0.0				
5629	Qeqchi	Mayan	SOUTH	rokeb' iq'	rokeb'_iq'	r o k e ɓ + i qʼ	0.0				
7663	Otomi	Otomanguean	SOUTH	sur	sur	s u r	1.0	Spanish	sur	Spanish	1176
9250	ImbaburaQuechua	Quechuan	SOUTH	bichai	bichai	b i tʃ a i	0.0				
10465	Wichi	Matacoan	SOUTH	tapinhi	tapinhi	t a p i n̥ i	0.0				
11734	Mapudungun	Araucanian	SOUTH	willi	willi	w i ʎ i	0.0				
218	Spanish	Indo-European	SOW (FEMALE PIG)	puerca	puerca	p w ɛ ɾ k a					
219	Spanish	Indo-European	SOW (FEMALE PIG)	cochina	cochina	k o tʃ i n a					
220	Spanish	Indo-European	SOW (FEMALE PIG)	cerda	cerda	s ɛ ɾ ð a					
1955	Yaqui	Uto-Aztecan	SOW (FEMALE PIG)	kowi jamut	kowi_jamut	k o w i + j a m u t	0.0				
4665	Qeqchi	Mayan	SOW (FEMALE PIG)	ixqi aaq	ixqi_aaq	i ʃ q i + aː qʰ	0.0				
4666	Qeqchi	Mayan	SOW (FEMALE PIG)	xa’an aaq	xa’an_aaq	ʃ a ʔ a n + aː qʰ	0.0				
6503	Otomi	Otomanguean	SOW (FEMALE PIG)	tsubu̲ts'u̲di	tsubu̲ts'u̲di	ts u b u tsʼ u d i	0.0				
8632	ImbaburaQuechua	Quechuan	SOW (FEMALE PIG)	kuchi	kuchi	k u tʃ i	0.0			Spanish	219
9783	Wichi	Matacoan	SOW (FEMALE PIG)	nitsetaj atsinha	nitsetaj_atsinha	n i ts e t a x + a ts i n̥ a	0.0				
9784	Wichi	Matacoan	SOW (FEMALE PIG)	kutsi atsinha	kutsi_atsinha	k u ts i + a ts i n̥ a	1.0	Spanish	cuchi		
11076	Mapudungun	Araucanian	SOW (FEMALE PIG)	zomo sanchu	zomo_sanchu	z o m o + s a n tʃ u	1.0	Spanish	chancho		
767	Spanish	Indo-European	SOW SEEDS	sembrar	sembrar	s e m b ɾ a ɾ					
768	Spanish	Indo-European	SOW SEEDS	desparramar	desparramar	d ɛ s p a r a m a ɾ					
2421	Yaqui	Uto-Aztecan	SOW SEEDS	eecha	eecha	eː tʃ a	0.0				
3809	ZinacantanTzotzil	Mayan	SOW SEEDS	vih	vih	v i h	0.0				
5217	Qeqchi	Mayan	SOW SEEDS	awok	awok	a w o kʰ	0.0				
5218	Qeqchi	Mayan	SOW SEEDS	hirok	hirok	h i ɾ o kʰ	0.0				
7125	Otomi	Otomanguean	SOW SEEDS	pot'i	pot'i	p o t̪ʼ i	0.0				
7126	Otomi	Otomanguean	SOW SEEDS	poni (2)	poni	p o n i	0.0				
9002	ImbaburaQuechua	Quechuan	SOW SEEDS	tarpuna	tarpuna	t a ɾ p u n a	0.0				
10193	Wichi	Matacoan	SOW SEEDS	tetchey	tetchey	t e t tʃ e j	0.0				
10194	Wichi	Matacoan	SOW SEEDS	itsayhat	itsayhat	i ts a j h a t	0.0				
11473	Mapudungun	Araucanian	SOW SEEDS	ngaṉün	ngaṉün	ŋ a n̪ ɨ n	0.0				
760	Spanish	Indo-European	SPADE	laya	laya	l a ʝ a					
2415	Yaqui	Uto-Aztecan	SPADE	wojo’oria	wojo’oria	w o j o ʔ o r i a	0.0				
3805	ZinacantanTzotzil	Mayan	SPADE	kova	kova	k o v a	1.0	Spanish (Mexican)	coa		
7119	Otomi	Otomanguean	SPADE	nt'e̲ñha̲i	nt'e̲ñha̲i	n t̪ʼ æ ɲʰ ɔ i	0.0				
7120	Otomi	Otomanguean	SPADE	pala	pala	p a l a	1.0	Spanish	pala		
8998	ImbaburaQuechua	Quechuan	SPADE	azadun	azadun	a z a d u ŋ	1.0	Spanish	azadón		
10189	Wichi	Matacoan	SPADE	asala	asala	a s a l a	1.0	Spanish	azada		
1554	Spanish	Indo-European	SPEAK	hablar	hablar	a β l a ɾ					
3045	Yaqui	Uto-Aztecan	SPEAK	nooka	nooka	n oː k a	0.0				
4352	ZinacantanTzotzil	Mayan	SPEAK	k’opoh	k’opoh	kʼ o p o h	0.0				
6052	Qeqchi	Mayan	SPEAK	aatinamank	aatinamank	aː t i n a m a n kʰ	0.0				
6053	Qeqchi	Mayan	SPEAK	saaraq'ik	saaraq'ik	s aː ɾ a qʼ i kʰ	0.0				
8177	Otomi	Otomanguean	SPEAK	ñä (2)	ñä	ɲ ɐ	0.0				
8178	Otomi	Otomanguean	SPEAK	ñä tx'u̲tho	ñä_tx'u̲tho	ɲ ɐ + t̪ x ʔ u θ o	0.0				
8179	Otomi	Otomanguean	SPEAK	ñä xi hño	ñä_xi_hño	ɲ ɐ + x i + h ɲ o	0.0				
8180	Otomi	Otomanguean	SPEAK	ñämfo̲	ñämfo̲	ɲ ɐ m f ə	0.0				
8181	Otomi	Otomanguean	SPEAK	ñänhwaro	ñänhwaro	ɲ ɐ nʷʰ a r o	0.0				
8182	Otomi	Otomanguean	SPEAK	ñätho	ñätho	ɲ ɐ θ o	0.0				
8183	Otomi	Otomanguean	SPEAK	ñäthä	ñäthä	ɲ ɐ θ ɐ	0.0				
8184	Otomi	Otomanguean	SPEAK	ñäñho	ñäñho	ɲ ɐ ɲʰ o	0.0				
9515	ImbaburaQuechua	Quechuan	SPEAK	rimana (1)	rimana	ʐ i m a n a	0.0				
10733	Wichi	Matacoan	SPEAK	yomlhi	yomlhi	y o m lˠ i	0.0				
12003	Mapudungun	Araucanian	SPEAK	zungun	zungun	z u ŋ u n	0.0				
12004	Mapudungun	Araucanian	SPEAK	nütramkan	nütramkan	n ɨ ʈʂ a m k a n	0.0				
1666	Spanish	Indo-European	SPEAR	lanza	lanza	l a n s a					
3126	Yaqui	Uto-Aztecan	SPEAR	lansam	lansam	l a n s a m	1.0	Spanish	lanza	Spanish	1666
4415	ZinacantanTzotzil	Mayan	SPEAR	lansa	lansa	l a n s a	1.0	Spanish	lanza	Spanish	1666
6144	Qeqchi	Mayan	SPEAR	topleb'	topleb'	t o p l e ɓ	0.0				
8334	Otomi	Otomanguean	SPEAR	nsu̲ni	nsu̲ni	ⁿs u n i	0.0				
8335	Otomi	Otomanguean	SPEAR	lansa	lansa	l a n s a	1.0	Spanish	lanza	Spanish	1666
10809	Wichi	Matacoan	SPEAR	tohen	tohen	t o h e n	0.0				
12062	Mapudungun	Araucanian	SPEAR	wayki	wayki	w a y k i	0.0				
1560	Spanish	Indo-European	SPEECH	pronunciar un discurso	pronunciar_un_discurso	p ɾ o n u n s j a ɾ + u n + d i s k u ɾ s o					
3049	Yaqui	Uto-Aztecan	SPEECH	nokta teuwa	nokta_teuwa	n o k t a + t e u w a	0.0				
6058	Qeqchi	Mayan	SPEECH	aatin	aatin	aː t i n	0.0				
8193	Otomi	Otomanguean	SPEECH	hmämu̲nhño	hmämu̲nhño	h m ɐ m u nʰ ɲ o	0.0				
8194	Otomi	Otomanguean	SPEECH	hmä	hmä	h m ɐ	0.0				
9519	ImbaburaQuechua	Quechuan	SPEECH	rimana (2)	rimana	ʐ i m a n a	0.0				
12008	Mapudungun	Araucanian	SPEECH	koyaqtun	koyaqtun	k o y a ɣ t u n	0.0				
298	Spanish	Indo-European	SPIDER	araɲa	araɲa	a ɾ a ɲ a					
2014	Yaqui	Uto-Aztecan	SPIDER	jubaje	jubaje	j u b a j e	0.0				
3423	ZinacantanTzotzil	Mayan	SPIDER	7om	7om	ʔ o m	0.0				
4732	Qeqchi	Mayan	SPIDER	aj am ~ x’am	aj_am	a x + a m	0.0				
6595	Otomi	Otomanguean	SPIDER	mexe	mexe	m e x e	0.0				
8677	ImbaburaQuechua	Quechuan	SPIDER	añara	añara	a ɲ a ɾ a	1.0	Spanish	araña		
9842	Wichi	Matacoan	SPIDER	chuhut	chuhut	tʃ u h u t	0.0				
11125	Mapudungun	Araucanian	SPIDER	lalüng	lalüng	l a l ɨ ŋ	0.0				
299	Spanish	Indo-European	SPIDER WEB	telaraɲa	telaraɲa	t e l a ɾ a ɲ a					
2015	Yaqui	Uto-Aztecan	SPIDER WEB	witosa	witosa	w i t o s a	0.0				
4733	Qeqchi	Mayan	SPIDER WEB	xkem aj am	xkem_aj_am	ʃ k e m + a x + a m	0.0				
6596	Otomi	Otomanguean	SPIDER WEB	namu̲xe	namu̲xe	n a m u x e	0.0				
8678	ImbaburaQuechua	Quechuan	SPIDER WEB	urukilla	urukilla	u ɾ u k i ʒ a	0.0				
9843	Wichi	Matacoan	SPIDER WEB	chuhut kaniyhoy	chuhut_kaniyhoy	tʃ u h u t + k a n i j h o j	0.0				
11126	Mapudungun	Araucanian	SPIDER WEB	ngüren lalüng	ngüren_lalüng	ŋ ɨ ɻ e n + l a l ɨ ŋ	0.0				
625	Spanish	Indo-European	SPIN	hilar	hilar	i l a ɾ					
2306	Yaqui	Uto-Aztecan	SPIN	wikiata jooa	wikiata_jooa	w i k i a t a + j oː a	0.0				
2307	Yaqui	Uto-Aztecan	SPIN	ji’ika	ji’ika	j i ʔ i k a	0.0				
3721	ZinacantanTzotzil	Mayan	SPIN	nahomah	nahomah	n a h o m a h	0.0				
3722	ZinacantanTzotzil	Mayan	SPIN	navu	navu	n a v u	0.0				
5087	Qeqchi	Mayan	SPIN	k’aamak	k’aamak	kʼ aː m a kʰ	0.0				
6957	Otomi	Otomanguean	SPIN	käxi	käxi	k ɐ x i	0.0				
6958	Otomi	Otomanguean	SPIN	maxo̲ts'e	maxo̲ts'e	m a x ə tsʼ e	0.0				
6959	Otomi	Otomanguean	SPIN	ts’ant’i	ts’ant’i	ts ʔ a n t̪ʼ i	0.0				
8918	ImbaburaQuechua	Quechuan	SPIN	puchana	puchana	p u tʃ a n a	0.0				
10103	Wichi	Matacoan	SPIN	ipotsinche	ipotsinche	i p o ts i n tʃ e	0.0				
11377	Mapudungun	Araucanian	SPIN	füwün	füwün	f ɨ w ɨ n	0.0				
626	Spanish	Indo-European	SPINDLE	huso	huso	u s o					
2308	Yaqui	Uto-Aztecan	SPINDLE	wi’i chaya’aria	wi’i_chaya’aria	w i ʔ i + tʃ a j a ʔ a r i a	0.0				
3723	ZinacantanTzotzil	Mayan	SPINDLE	petet	petet	pʰ e t e tʰ	0.0				
5088	Qeqchi	Mayan	SPINDLE	peteet, pet’eet’	peteet	p e t eː tʰ	0.0				
6960	Otomi	Otomanguean	SPINDLE	thet'i	thet'i	θ e t̪ʼ i	0.0				
8919	ImbaburaQuechua	Quechuan	SPINDLE	sijsi	sijsi	s i x s i	0.0				
11378	Mapudungun	Araucanian	SPINDLE	kuliw	kuliw	k u l i w	0.0				
339	Spanish	Indo-European	SPINE	espinazo	espinazo	ɛ s p i n a s o					
340	Spanish	Indo-European	SPINE	espina dorsal	espina_dorsal	ɛ s p i n a + ð o ɾ s a l					
2054	Yaqui	Uto-Aztecan	SPINE	joo ota	joo_ota	j oː + o t a	0.0				
3471	ZinacantanTzotzil	Mayan	SPINE	ch’ich patil	ch’ich_patil	tʃʼ i tʃʰ + p a t i l	0.0				
4787	Qeqchi	Mayan	SPINE	juruch'	juruch'	x u ɾ u tʃʼ	0.0				
6639	Otomi	Otomanguean	SPINE	'ñuxtha	'ñuxtha	ˀɲ u x θ a	0.0				
8711	ImbaburaQuechua	Quechuan	SPINE	washa tullu	washa_tullu	w a ʃ a + t u ʒ u	0.0				
9891	Wichi	Matacoan	SPINE	towhu lhile	towhu_lhile	t o w̥ u + lˠ i l e	0.0				
11162	Mapudungun	Araucanian	SPINE	kuzi foro	kuzi_foro	k u z i + f o ɻ o	0.0				
433	Spanish	Indo-European	SPIT	escupir	escupir	ɛ s k u p i ɾ					
434	Spanish	Indo-European	SPIT	saliva	saliva	s a l i β a					
2142	Yaqui	Uto-Aztecan	SPIT	chikwatte	chikwatte	tʃ i k w a t t e	0.0				
3562	ZinacantanTzotzil	Mayan	SPIT	tubah	tubah	t u ɓ a h	0.0				
4883	Qeqchi	Mayan	SPIT	chuub'ak, chuub'ank	chuub'ak	tʃ uː ɓ a kʰ	0.0				
6736	Otomi	Otomanguean	SPIT	tsogi	tsogi	ts o g i	0.0				
8786	ImbaburaQuechua	Quechuan	SPIT	tukana	tukana	t u k a n a	0.0				
9967	Wichi	Matacoan	SPIT	ifwats’encho’	ifwats’encho’	i fʷ a ts ʔ e n tʃ o ʔ	0.0				
11240	Mapudungun	Araucanian	SPIT	tofkün	tofkün	t o f k ɨ n	0.0				
966	Spanish	Indo-European	SPLASH	salpicar	salpicar	s a l p i k a ɾ					
2561	Yaqui	Uto-Aztecan	SPLASH	chijakte	chijakte	tʃ i j a k t e	0.0				
2562	Yaqui	Uto-Aztecan	SPLASH	chijakta	chijakta	tʃ i j a k t a	0.0				
3940	ZinacantanTzotzil	Mayan	SPLASH	ch’ites	ch’ites	tʃʼ i t e s	0.0				
5420	Qeqchi	Mayan	SPLASH	repok	repok	r e p o kʰ	0.0				
5421	Qeqchi	Mayan	SPLASH	pach'ok	pach'ok	p a tʃʼ o kʰ	0.0				
5422	Qeqchi	Mayan	SPLASH	rachok	rachok	r a tʃ o kʰ	0.0				
7409	Otomi	Otomanguean	SPLASH	kwaxt'i	kwaxt'i	kʷ a x t̪ʼ i	0.0				
9119	ImbaburaQuechua	Quechuan	SPLASH	tsirapachina	tsirapachina	ts i ɾ a p a tʃ i n a	0.0				
11594	Mapudungun	Araucanian	SPLASH	wifültun	wifültun	w i f ɨ l t u n	0.0				
11595	Mapudungun	Araucanian	SPLASH	püntefün	püntefün	p ɨ n t e f ɨ n	0.0				
413	Spanish	Indo-European	SPLEEN	bazo	bazo	b a s o					
2123	Yaqui	Uto-Aztecan	SPLEEN	baaso	baaso	b aː s o	1.0	Spanish	baso	Spanish	413
2124	Yaqui	Uto-Aztecan	SPLEEN	koyyoi	koyyoi	k o jː o i	0.0				
3541	ZinacantanTzotzil	Mayan	SPLEEN	7ach’el	7ach’el	ʔ a tʃʼ e l	0.0				
6717	Otomi	Otomanguean	SPLEEN	ye	ye	j e	0.0				
9954	Wichi	Matacoan	SPLEEN	tow’uyishi	tow’uyishi	t o w ʔ u j i s h i	0.0				
864	Spanish	Indo-European	SPLIT	hender	hender	e n d ɛ ɾ					
865	Spanish	Indo-European	SPLIT	partir	partir	p a ɾ t i ɾ					
2490	Yaqui	Uto-Aztecan	SPLIT	chukta	chukta	tʃ u k t a	0.0				
