ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
11007	ImbaburaQuechua	SLOW	alimanda	alimanda	a l i m a n d a				
12225	Wichi	SLOW	yiwainlhaj	yiwainlhaj	y i w a i n lˠ a x				
13496	Mapudungun	SLOW	ñochi	ñochi	ɲ o tʃ i				
1132	Portuguese	SMALL	pequeno	pequeno	p e k e n u				
2864	Spanish	SMALL	chico	chico	tʃ i k o				
2865	Spanish	SMALL	pequeɲo	pequeɲo	p e k e ɲ o				
4420	Yaqui	SMALL	ilitchi	ilitchi	i l i t tʃ i				
5763	ZinacantanTzotzil	SMALL	bik’it	bik’it	ɓ i kʼ i tʰ				
7319	Qeqchi	SMALL	kok’	kok’	k o kʼ				
7320	Qeqchi	SMALL	ch'in, ch’ina, ch’inaj	ch'in	tʃʼ i n				
7321	Qeqchi	SMALL	b'ab'ay	b'ab'ay	ɓ a ɓ a j				
7322	Qeqchi	SMALL	kach'in	kach'in	k a tʃʼ i n				
7323	Qeqchi	SMALL	mitz	mitz	m i t z				
9351	Otomi	SMALL	txu̲tx'u̲lo	txu̲tx'u̲lo	t̪ x u t̪ x ʔ u l o				
9352	Otomi	SMALL	tx'u̲lo	tx'u̲lo	t̪ x ʔ u l o				
9353	Otomi	SMALL	t'olo	t'olo	t̪ʼ o l o				
9354	Otomi	SMALL	t'u̲lo	t'u̲lo	t̪ʼ u l o				
10938	ImbaburaQuechua	SMALL	uchilla	uchilla	u tʃ i ʒ a				
12152	Wichi	SMALL	niwefwa	niwefwa	n i w e fʷ a				
12153	Wichi	SMALL	lhomsaj	lhomsaj	lˠ o m s a x				
13422	Mapudungun	SMALL	pichi	pichi	p i tʃ i				
1281	Portuguese	SMELL (PERCEIVE)	cheirar	cheirar	ʃ ei ɾ a ʁ				
3020	Spanish	SMELL (PERCEIVE)	oler	oler	o l ɛ ɾ				
3021	Spanish	SMELL (PERCEIVE)	olfatear	olfatear	o l f a t e a ɾ				
4567	Yaqui	SMELL (PERCEIVE)	jukta	jukta	j u k t a				
5883	ZinacantanTzotzil	SMELL (PERCEIVE)	7a7ibe 7ik’	7a7ibe_7ik’	ʔ a ʔ i ɓ e + ʔ i kʼ				
7520	Qeqchi	SMELL (PERCEIVE)	utz'uk	utz'uk	u tsʼ u kʰ				
9562	Otomi	SMELL (PERCEIVE)	pähä	pähä	p ɐ h ɐ				
9563	Otomi	SMELL (PERCEIVE)	hu̲nts'i	hu̲nts'i	h u n tsʼ i				
11050	ImbaburaQuechua	SMELL (PERCEIVE)	mutijina	mutijina	m u t i x i n a				
12264	Wichi	SMELL (PERCEIVE)	tan’isinej	tan’isinej	t a n ʔ i s i n e x				
13536	Mapudungun	SMELL (PERCEIVE)	ṉümütun	ṉümütun	n̪ ɨ m ɨ t u n				
1278	Portuguese	SMELL (STINK)	cheirar	cheirar	ʃ ei ɾ a ʁ				
3017	Spanish	SMELL (STINK)	oler	oler	o l ɛ ɾ				
3018	Spanish	SMELL (STINK)	olfatear	olfatear	o l f a t e a ɾ				
4564	Yaqui	SMELL (STINK)	winjuba	winjuba	w i n j u b a				
7516	Qeqchi	SMELL (STINK)	utz’uk	utz’uk	u tsʼ u kʰ				
9558	Otomi	SMELL (STINK)	yu̲ni (2)	yu̲ni	j u n i				
11047	ImbaburaQuechua	SMELL (STINK)	mutijina	mutijina	m u t i x i n a				
13533	Mapudungun	SMELL (STINK)	ṉümüṉ	ṉümüṉ	n̪ ɨ m ɨ n̪				
1355	Portuguese	SMILE	sorrir	sorrir	s o ʁ i ʁ				
3093	Spanish	SMILE	sonreír	sonreír	s o n r e i ɾ				
4620	Yaqui	SMILE	aache	aache	aː tʃ e				
7603	Qeqchi	SMILE	se’ek	se’ek	s e ʔ e kʰ				
9655	Otomi	SMILE	thede tx'u̲tho	thede_tx'u̲tho	θ e d e + t̪ x ʔ u θ o				
9656	Otomi	SMILE	these̲	these̲	θ e s æ				
11101	ImbaburaQuechua	SMILE	asirina	asirina	a s i ɾ i n a				
12315	Wichi	SMILE	t’ischeya	t’ischeya	t ʔ i s tʃ e j a				
13584	Mapudungun	SMILE	üyerün	üyerün	ɨ y e ɻ ɨ n				
87	Portuguese	SMOKE (EXHAUST)	fumaça	fumaça	f u m a s ɐ				
1768	Spanish	SMOKE (EXHAUST)	humo	humo	u m o				
3517	Yaqui	SMOKE (EXHAUST)	bwichia	bwichia	bʷ i tʃ i a				
4953	ZinacantanTzotzil	SMOKE (EXHAUST)	ch’ail	ch’ail	tʃʼ a i l				
6221	Qeqchi	SMOKE (EXHAUST)	sib’	sib’	s i ɓ				
8004	Otomi	SMOKE (EXHAUST)	'bifi	'bifi	ˀb i f i				
10218	ImbaburaQuechua	SMOKE (EXHAUST)	kushni	kushni	k u ʃ n i				
11376	Wichi	SMOKE (EXHAUST)	tetsey	tetsey	t e ts e j				
12616	Mapudungun	SMOKE (EXHAUST)	fitrun	fitrun	f i ʈʂ u n				
793	Portuguese	SMOKE (INHALE)	fumar	fumar	f u m a ʁ				
2492	Spanish	SMOKE (INHALE)	fumar	fumar	f u m a ɾ				
4129	Yaqui	SMOKE (INHALE)	yena	yena	j e n a				
5512	ZinacantanTzotzil	SMOKE (INHALE)	butz’	butz’	ɓ u tsʼ				
6931	Qeqchi	SMOKE (INHALE)	mayib’k	mayib’k	m a j i ɓ kʰ				
6932	Qeqchi	SMOKE (INHALE)	sik'lik	sik'lik	s i kʼ l i kʰ				
8851	Otomi	SMOKE (INHALE)	tsiyu̲i	tsiyu̲i	ts i j u i				
10709	ImbaburaQuechua	SMOKE (INHALE)	chupana (2)	chupana	tʃ u p a n a	Spanish			
11901	Wichi	SMOKE (INHALE)	iwuts’ekwa	iwuts’ekwa	i w u ts ʔ e kʷ a				
13185	Mapudungun	SMOKE (INHALE)	pütremtun	pütremtun	p ɨ ʈʂ e m t u n	Guaraní			
1325	Portuguese	SMOOTH	liso	liso	l i z u				
1326	Portuguese	SMOOTH	macio	macio	m a s j u				
3064	Spanish	SMOOTH	suave	suave	s w a β e				
3065	Spanish	SMOOTH	liso	liso	l i s o				
4602	Yaqui	SMOOTH	chitabetalai	chitabetalai	tʃ i t a b e t a l a i				
5919	ZinacantanTzotzil	SMOOTH	ch’ulul	ch’ulul	tʃʼ u l u l				
5920	ZinacantanTzotzil	SMOOTH	lich’ich’	lich’ich’	l i tʃʼ i tʃʼ				
7571	Qeqchi	SMOOTH	q'un	q'un	qʼ u n				
7572	Qeqchi	SMOOTH	ji'ji'	ji'ji'	x i ʔ x i ʔ				
7573	Qeqchi	SMOOTH	yolyol	yolyol	j o l j o l				
7574	Qeqchi	SMOOTH	tiik	tiik	t iː kʰ				
9629	Otomi	SMOOTH	xi nts'u̲ki	xi_nts'u̲ki	x i + n tsʼ u k i				
11083	ImbaburaQuechua	SMOOTH	amuklla	amuklla	a m u k ʒ a	Unidentified			
12297	Wichi	SMOOTH	talich’i	talich’i	t a l i tʃ ʔ i				
13567	Mapudungun	SMOOTH	pañush	pañush	p a ɲ u ʃ	Spanish			
302	Portuguese	SNAIL	caracol	caracol	k a ɾ a k ɔu				
1997	Spanish	SNAIL	caracol	caracol	k a ɾ a k o l				
3716	Yaqui	SNAIL	kuakteme	kuakteme	k u a k t e m e				
5124	ZinacantanTzotzil	SNAIL	puy	puy	pʰ u j				
5125	ZinacantanTzotzil	SNAIL	poshil chuvah	poshil_chuvah	pʰ o ʃ i l + tʃʰ u v a h				
5126	ZinacantanTzotzil	SNAIL	puyal 7uk’um	puyal_7uk’um	pʰ u j a l + ʔ u kʼ u m				
6445	Qeqchi	SNAIL	pemech	pemech	p e m e tʃ				
6446	Qeqchi	SNAIL	pur	pur	p u r				
6447	Qeqchi	SNAIL	tziitzib’	tziitzib’	t z iː t z i ɓ				
8299	Otomi	SNAIL	tsi’buxi	tsi’buxi	ts i ʔ b u x i				
10374	ImbaburaQuechua	SNAIL	churu	churu	tʃ u ɾ u				
11552	Wichi	SNAIL	nahokwe’	nahokwe’	n a h o kʷ e ʔ				
11553	Wichi	SNAIL	lhelh	lhelh	lˠ e l̥				
12822	Mapudungun	SNAIL	müta piru	müta_piru	m ɨ t a + p i ɻ u				
297	Portuguese	SNAKE	cobra	cobra	k ɔ b ɾ ɐ				
1992	Spanish	SNAKE	culebra	culebra	k u l e β ɾ a				
1993	Spanish	SNAKE	serpiente	serpiente	s ɛ ɾ p j e n t e				
3711	Yaqui	SNAKE	baakot	baakot	b aː k o t				
3712	Yaqui	SNAKE	baba’atukut	baba’atukut	b a b a ʔ a t u k u t				
5120	ZinacantanTzotzil	SNAKE	chon	chon	tʃʰ o n				
6441	Qeqchi	SNAKE	k’anti’	k’anti’	kʼ a n t i ʔ	Ch’olan			
8294	Otomi	SNAKE	pa̲ (1)	pa̲	p ɔ				
8295	Otomi	SNAKE	k'eñä	k'eñä	k ʔ e ɲ ɐ				
10370	ImbaburaQuechua	SNAKE	kulibra	kulibra	k u l i b ɾ a	Spanish			
11548	Wichi	SNAKE	afwotsaj	afwotsaj	a fʷ o ts a x				
12817	Mapudungun	SNAKE	filu	filu	f i l u				
419	Portuguese	SNEEZE	espirrar	espirrar	i ʃ p i ʁ a ʁ				
2114	Spanish	SNEEZE	estornudar	estornudar	ɛ s t o ɾ n u ð a ɾ				
3823	Yaqui	SNEEZE	ja’achijte	ja’achijte	j a ʔ a tʃ i j t e				
5243	ZinacantanTzotzil	SNEEZE	hat’isah	hat’isah	h a tʼ i s a h				
6564	Qeqchi	SNEEZE	at'isb'ak	at'isb'ak	a tʼ i s ɓ a kʰ				
8416	Otomi	SNEEZE	k'waki	k'waki	k ˀw a k i				
10467	ImbaburaQuechua	SNEEZE	atsiana	atsiana	a ts i a n a				
11648	Wichi	SNEEZE	tanatshan	tanatshan	t a n a tsʰ a n				
12921	Mapudungun	SNEEZE	echüwün	echüwün	e tʃ ɨ w ɨ n				
1279	Portuguese	SNIFF	fungar	fungar	f ũ ɡ a ʁ				
1280	Portuguese	SNIFF	farejar	farejar	f a ɾ e ʒ a ʁ				
3019	Spanish	SNIFF	husmear	husmear	u s m e a ɾ				
4566	Yaqui	SNIFF	jukjukta	jukjukta	j u k j u k t a				
5882	ZinacantanTzotzil	SNIFF	7a7ibe 7ik’	7a7ibe_7ik’	ʔ a ʔ i ɓ e + ʔ i kʼ				
7519	Qeqchi	SNIFF	rutz’b’al	rutz’b’al	r u tsʼ ɓ a l				
9561	Otomi	SNIFF	hunts'i	hunts'i	h u n tsʼ i				
11049	ImbaburaQuechua	SNIFF	mutijina	mutijina	m u t i x i n a				
12263	Wichi	SNIFF	tan’isinch’uya	tan’isinch’uya	t a n ʔ i s i n tʃ ʔ u j a				
13535	Mapudungun	SNIFF	ṉümüṉümütun	ṉümüṉümütun	n̪ ɨ m ɨ n̪ ɨ m ɨ t u n				
428	Portuguese	SNORE	roncar	roncar	ʁ õ k a ʁ				
429	Portuguese	SNORE	ressonar	ressonar	ʁ e s o n a ʁ				
2124	Spanish	SNORE	roncar	roncar	r o n k a ɾ				
3832	Yaqui	SNORE	jororo’oti jiia	jororo’oti_jiia	j o r o r o ʔ o t i + j iː a				
5252	ZinacantanTzotzil	SNORE	hokbe vayel	hokbe_vayel	h o k ɓ e + v a j e l				
6580	Qeqchi	SNORE	qoorank	qoorank	q oː ɾ a n kʰ				
6581	Qeqchi	SNORE	q'uusank	q'uusank	qʼ uː s a n kʰ				
6582	Qeqchi	SNORE	jilq'ank	jilq'ank	x i l qʼ a n kʰ				
6583	Qeqchi	SNORE	quusank	quusank	q uː s a n kʰ				
6584	Qeqchi	SNORE	joq'yank	joq'yank	x o qʼ j a n kʰ				
8429	Otomi	SNORE	ga̲ni	ga̲ni	g ɔ n i				
10475	ImbaburaQuechua	SNORE	runkana	runkana	ʐ u ŋ g a n a	Spanish			
11656	Wichi	SNORE	lanhes y’ip	lanhes_y’ip	l a n̥ e s + j ʔ i p				
12928	Mapudungun	SNORE	traltralün	traltralün	ʈʂ a l ʈʂ a l ɨ n				
82	Portuguese	SNOW	neve	neve	n ɛ v i				
1763	Spanish	SNOW	nieve	nieve	n j e β e				
3512	Yaqui	SNOW	sapam	sapam	s a p a m				
6216	Qeqchi	SNOW	xchu’i keh	xchu’i_keh	ʃ tʃ u ʔ i + k e h				
7999	Otomi	SNOW	xija	xija	x i x a				
10214	ImbaburaQuechua	SNOW	rasu	rasu	ʐ a s u				
12611	Mapudungun	SNOW	pire	pire	p i ɻ e				
673	Portuguese	SOAP	sabão	sabão	s a b ɐ̃ũ				
2368	Spanish	SOAP	jabón	jabón	x a β o n				
4045	Yaqui	SOAP	saabum	saabum	s aː b u m	Spanish			
5437	ZinacantanTzotzil	SOAP	shavon	shavon	ʃ a v o n	Spanish			
6821	Qeqchi	SOAP	xab'on	xab'on	ʃ a ɓ o n	Spanish			
8719	Otomi	SOAP	xabo	xabo	x a b o	Spanish			
10636	ImbaburaQuechua	SOAP	jabun	jabun	x a b u ŋ	Spanish			
11829	Wichi	SOAP	fwawun	fwawun	fʷ a w u n	Spanish			
13101	Mapudungun	SOAP	kafon	kafon	k a f o n	Spanish			
13102	Mapudungun	SOAP	küllay	küllay	k ɨ ʎ a y				
1322	Portuguese	SOFT	macio	macio	m a s j u				
1323	Portuguese	SOFT	mole	mole	m ɔ l i				
3062	Spanish	SOFT	suave	suave	s w a β e				
4600	Yaqui	SOFT	bwalko	bwalko	bʷ a l k o				
5917	ZinacantanTzotzil	SOFT	k’un	k’un	kʼ u n				
7561	Qeqchi	SOFT	q'un	q'un	qʼ u n				
7562	Qeqchi	SOFT	potzpotz	potzpotz	p o t z p o t z				
7563	Qeqchi	SOFT	yuq'yuq'	yuq'yuq'	j u qʼ j u qʼ				
7564	Qeqchi	SOFT	yab'yab'	yab'yab'	j a ɓ j a ɓ				
7565	Qeqchi	SOFT	roq'roq'	roq'roq'	r o qʼ ɾ o qʼ				
9627	Otomi	SOFT	xi ntudi	xi_ntudi	x i + n t̪ u d i				
11081	ImbaburaQuechua	SOFT	amuklla	amuklla	a m u k ʒ a	Unidentified			
12295	Wichi	SOFT	tak’efwi	tak’efwi	t a k ʔ e fʷ i				
13565	Mapudungun	SOFT	ngüfash	ngüfash	ŋ ɨ f a ʃ				
1572	Portuguese	SOLDIER	soldado	soldado	s ɔu d a d u				
3341	Spanish	SOLDIER	soldado	soldado	s o l d a ð o				
4802	Yaqui	SOLDIER	sontao	sontao	s o n t a o	Spanish			
6092	ZinacantanTzotzil	SOLDIER	soltaro	soltaro	s o l t a ɾ o	Spanish			
6093	ZinacantanTzotzil	SOLDIER	h7ak’ k’ok’	h7ak’_k’ok’	h ʔ a kʼ + kʼ o kʼ				
7816	Qeqchi	SOLDIER	soldaa, sola	soldaa	s o l d aː	Spanish			
7817	Qeqchi	SOLDIER	aj kookox	aj_kookox	a x + k oː k o ʃ				
10006	Otomi	SOLDIER	su̲ndado	su̲ndado	s u n d a d o	Spanish			
10007	Otomi	SOLDIER	soldado	soldado	s o l d a d o	Spanish	Spanish	s o l d a ð o	3341
11260	ImbaburaQuechua	SOLDIER	auka	auka	a u k a				
12483	Wichi	SOLDIER	sip’o	sip’o	s i p ʔ o				
12484	Wichi	SOLDIER	sulhtawu	sulhtawu	s u lˠ t a w u	Spanish			
1195	Portuguese	SOME	alguns	alguns	au ɡ ũ ʃ				
2926	Spanish	SOME	un poco	un_poco	u m + p o k o				
2927	Spanish	SOME	algo	algo	a l ɣ o				
2928	Spanish	SOME	alguno	alguno	a l ɣ u n o				
4483	Yaqui	SOME	jita	jita	j i t a				
7412	Qeqchi	SOME	algo	algo	a l g o	Spanish			
7413	Qeqchi	SOME	junaq	junaq	x u n a qʰ				
7414	Qeqchi	SOME	ka’b’ayaq	ka’b’ayaq	k a ʔ ɓ a j a qʰ				
7415	Qeqchi	SOME	k’a’na	k’a’na	kʼ a ʔ n a				
9442	Otomi	SOME	'naxtui	'naxtui	ˀn a x t̪ u i				
9443	Otomi	SOME	'na	'na	ˀn a				
10984	ImbaburaQuechua	SOME	wakin	wakin	w a k i ŋ				
12201	Wichi	SOME	mayek	mayek	m a j e k				
13469	Mapudungun	SOME	kiñeke	kiñeke	k i ɲ e k e				
1240	Portuguese	SOMETIMES	às vezes	às_vezes	a ʃ + v ɛ z e ʃ				
2979	Spanish	SOMETIMES	a veces	a_veces	a + β e s e s				
4525	Yaqui	SOMETIMES	amako	amako	a m a k o				
5850	ZinacantanTzotzil	SOMETIMES	7oy....7oy	7oy....7oy	ʔ o j + ʔ o j				
5851	ZinacantanTzotzil	SOMETIMES	bak’intik	bak’intik	ɓ a kʼ i n t i k				
7481	Qeqchi	SOMETIMES	ramro'	ramro'	r a m ɾ o ʔ				
9509	Otomi	SOMETIMES	ya n’andi	ya_n’andi	j a + n ʔ a n d i				
11016	ImbaburaQuechua	SOMETIMES	wakinpi	wakinpi	w a k i m b i				
13506	Mapudungun	SOMETIMES	kiñeke naq	kiñeke_naq	k i ɲ e k e + n a ɣ				
13507	Mapudungun	SOMETIMES	kiñeke rupa	kiñeke_rupa	k i ɲ e k e + ɻ u p a				
130	Portuguese	SON	filho	filho	f i ʎ u				
1807	Spanish	SON	hijo	hijo	i x o				
3550	Yaqui	SON	uusi	uusi	uː s i				
3551	Yaqui	SON	pale ~ paale	pale	p a l e	Spanish			
4985	ZinacantanTzotzil	SON	kerem	kerem	k e ɾ e m				
6262	Qeqchi	SON	al	al	a l				
6263	Qeqchi	SON	alal	alal	a l a l	Ch’olan			
8046	Otomi	SON	bätsi	bätsi	b ɐ ts i				
8047	Otomi	SON	ts'u̲nt'u̲	ts'u̲nt'u̲	ts ʔ u n t̪ʼ u				
8048	Otomi	SON	metsi	metsi	m e ts i				
10248	ImbaburaQuechua	SON	churi	churi	tʃ u ɾ i				
11404	Wichi	SON	tolhos	tolhos	t o lˠ o s				
12655	Mapudungun	SON	fotüm	fotüm	f o t ɨ m				
12656	Mapudungun	SON	wentru püñeñ	wentru_püñeñ	w e n ʈʂ u + p ɨ ɲ e ɲ				
166	Portuguese	SON-IN-LAW (OF MAN)	genro	genro	ʒ ẽ ʁ u				
1845	Spanish	SON-IN-LAW (OF MAN)	yerno	yerno	ɟ ʝ ɛ ɾ n o				
3599	Yaqui	SON-IN-LAW (OF MAN)	mo’one	mo’one	m o ʔ o n e				
5018	ZinacantanTzotzil	SON-IN-LAW (OF MAN)	ni7il	ni7il	n i ʔ i l				
6301	Qeqchi	SON-IN-LAW (OF MAN)	hi’	hi’	h i ʔ				
8096	Otomi	SON-IN-LAW (OF MAN)	'me̲hä	'me̲hä	ˀm æ h ɐ				
10279	ImbaburaQuechua	SON-IN-LAW (OF MAN)	yirnu (1)	yirnu	j i ɾ n u	Spanish			
11432	Wichi	SON-IN-LAW (OF MAN)	tofwayenek	tofwayenek	t o fʷ a j e n e k				
12716	Mapudungun	SON-IN-LAW (OF MAN)	chezkuy	chezkuy	tʃ e z k u y				
167	Portuguese	SON-IN-LAW (OF WOMAN)	genro	genro	ʒ ẽ ʁ u				
1846	Spanish	SON-IN-LAW (OF WOMAN)	yerno	yerno	ɟ ʝ ɛ ɾ n o				
3600	Yaqui	SON-IN-LAW (OF WOMAN)	mo’one	mo’one	m o ʔ o n e				
5019	ZinacantanTzotzil	SON-IN-LAW (OF WOMAN)	ni7il	ni7il	n i ʔ i l				
6302	Qeqchi	SON-IN-LAW (OF WOMAN)	hi’	hi’	h i ʔ				
8097	Otomi	SON-IN-LAW (OF WOMAN)	'me̲hä	'me̲hä	ˀm æ h ɐ				
10280	ImbaburaQuechua	SON-IN-LAW (OF WOMAN)	yirnu (2)	yirnu	j i ɾ n u	Spanish			
11433	Wichi	SON-IN-LAW (OF WOMAN)	tofwayenek	tofwayenek	t o fʷ a j e n e k				
12717	Mapudungun	SON-IN-LAW (OF WOMAN)	püñmu	püñmu	p ɨ ɲ m u				
1241	Portuguese	SOON	em breve	em_breve	ẽĩ + b ɾ ɛ v i				
2980	Spanish	SOON	pronto	pronto	p ɾ o n t o				
4526	Yaqui	SOON	lautia	lautia	l a u t i a				
4527	Yaqui	SOON	leptia	leptia	l e p t i a				
4528	Yaqui	SOON	sepia ~ sep	sepia	s e p i a				
5852	ZinacantanTzotzil	SOON	nopol	nopol	n o p o l				
7482	Qeqchi	SOON	tikto	tikto	t i k t o				
9510	Otomi	SOON	'nihi	'nihi	ˀn i h i				
11017	ImbaburaQuechua	SOON	ñapash	ñapash	ɲ a p a ʃ				
13508	Mapudungun	SOON	mütamüten	mütamüten	m ɨ t a m ɨ t e n				
1343	Portuguese	SOUL	alma	alma	au m ɐ				
1344	Portuguese	SOUL	espírito	espírito	i ʃ p i ɾ i t u				
3084	Spanish	SOUL	alma	alma	a l m a				
4614	Yaqui	SOUL	jiapsi	jiapsi	j i a p s i				
5930	ZinacantanTzotzil	SOUL	7anima	7anima	ʔ a n i m a	Spanish			
7597	Qeqchi	SOUL	ch'oolej	ch'oolej	tʃʼ oː l e x				
9648	Otomi	SOUL	anxe̲	anxe̲	a n x æ	Spanish			
11095	ImbaburaQuechua	SOUL	alma	alma	a l m a	Spanish	Spanish	a l m a	3084
12311	Wichi	SOUL	lahesek	lahesek	l a h e s e k				
13579	Mapudungun	SOUL	püllü	püllü	p ɨ ʎ ɨ				
13580	Mapudungun	SOUL	am	am	a m				
1296	Portuguese	SOUND OR NOISE	ruído	ruído	ʁ u i d u				
1297	Portuguese	SOUND OR NOISE	barulho	barulho	b a ɾ u ʎ u				
3035	Spanish	SOUND OR NOISE	sonido	sonido	s o n i ð o				
3036	Spanish	SOUND OR NOISE	ruido	ruido	r w i ð o				
4579	Yaqui	SOUND OR NOISE	jaiti jiia	jaiti_jiia	j a i t i + j iː a				
7535	Qeqchi	SOUND OR NOISE	xkuxb'il	xkuxb'il	ʃ k u ʃ ɓ i l				
7536	Qeqchi	SOUND OR NOISE	yaab'	yaab'	j aː ɓ				
9578	Otomi	SOUND OR NOISE	zu̲nt'i	zu̲nt'i	z u n t̪ʼ i				
9579	Otomi	SOUND OR NOISE	ñu̲niwa	ñu̲niwa	ɲ u n i w a				
9580	Otomi	SOUND OR NOISE	ñu̲ni	ñu̲ni	ɲ u n i				
9581	Otomi	SOUND OR NOISE	'ront'i	'ront'i	ˀr o n t̪ʼ i				
9582	Otomi	SOUND OR NOISE	hmafi	hmafi	h m a f i				
9583	Otomi	SOUND OR NOISE	hñahni	hñahni	h ɲ a h n i				
9584	Otomi	SOUND OR NOISE	nga̲nt'i	nga̲nt'i	n g ɔ n t̪ʼ i				
9585	Otomi	SOUND OR NOISE	ntu̲ni	ntu̲ni	n t̪ u n i				
9586	Otomi	SOUND OR NOISE	nzu̲ni	nzu̲ni	n z u n i				
9587	Otomi	SOUND OR NOISE	yu̲nt'i	yu̲nt'i	j u n t̪ʼ i				
11061	ImbaburaQuechua	SOUND OR NOISE	bulla	bulla	b u ʒ a	Spanish			
12275	Wichi	SOUND OR NOISE	lapak	lapak	l a p a k				
13547	Mapudungun	SOUND OR NOISE	zungun	zungun	z u ŋ u n				
571	Portuguese	SOUP	sopa	sopa	s o p ɐ				
572	Portuguese	SOUP	caldo	caldo	k au d u				
2265	Spanish	SOUP	sopa	sopa	s o p a				
3944	Yaqui	SOUP	soopam	soopam	s oː p a m	Spanish			
6731	Qeqchi	SOUP	kaalt	kaalt	k aː l tʰ	Spanish			
6732	Qeqchi	SOUP	ya’al	ya’al	j a ʔ a l				
8591	Otomi	SOUP	sopa	sopa	s o p a	Spanish	Spanish	s o p a	2265
10566	ImbaburaQuechua	SOUP	mikuna	mikuna	m i k u n a				
11752	Wichi	SOUP	sathi	sathi	s a tʰ i				
13033	Mapudungun	SOUP	korü	korü	k o ɻ ɨ				
1291	Portuguese	SOUR	ácido	ácido	a s i d u				
1292	Portuguese	SOUR	azedo	azedo	a z ɛ d u				
3030	Spanish	SOUR	ácido	ácido	a s i ð o				
3031	Spanish	SOUR	agrio	agrio	a ɣ ɾ j o				
4575	Yaqui	SOUR	chiibu	chiibu	tʃ iː b u				
5890	ZinacantanTzotzil	SOUR	poh	poh	pʰ o h				
7529	Qeqchi	SOUR	ch’am	ch’am	tʃʼ a m				
7530	Qeqchi	SOUR	remrem	remrem	r e m ɾ e m				
7531	Qeqchi	SOUR	rub'rub'	rub'rub'	r u ɓ ɾ u ɓ				
9572	Otomi	SOUR	xi ixki	xi_ixki	x i + i x k i				
9573	Otomi	SOUR	xi 'ñixt'i	xi_'ñixt'i	x i + ˀɲ i x t̪ʼ i				
9574	Otomi	SOUR	xi 'ñixi	xi_'ñixi	x i + ˀɲ i x i				
9575	Otomi	SOUR	xi 'ñits'i	xi_'ñits'i	x i + ˀɲ i tsʼ i				
11057	ImbaburaQuechua	SOUR	jayaj (2)	jayaj	x a j a x				
13543	Mapudungun	SOUR	kotrü	kotrü	k o ʈʂ ɨ	Gününa Yajüch			
1126	Portuguese	SOUTH	sul	sul	s uu				
2859	Spanish	SOUTH	sur	sur	s u ɾ				
4413	Yaqui	SOUTH	ta’ata yeu weye betana	ta’ata_yeu_weye_betana	t a ʔ a t a + j e u + w e j e + b e t a n a				
4414	Yaqui	SOUTH	suur	suur	s uː r	Spanish			
5759	ZinacantanTzotzil	SOUTH	shokon vinahel	shokon_vinahel	ʃ o k o n + v i n a h e l				
7312	Qeqchi	SOUTH	rokeb' iq'	rokeb'_iq'	r o k e ɓ + i qʼ				
9346	Otomi	SOUTH	sur	sur	s u r	Spanish			
10933	ImbaburaQuechua	SOUTH	bichai	bichai	b i tʃ a i				
12148	Wichi	SOUTH	tapinhi	tapinhi	t a p i n̥ i				
13417	Mapudungun	SOUTH	willi	willi	w i ʎ i				
214	Portuguese	SOW (FEMALE PIG)	porca	porca	p ɔ ʁ k ɐ				
1901	Spanish	SOW (FEMALE PIG)	puerca	puerca	p w ɛ ɾ k a				
1902	Spanish	SOW (FEMALE PIG)	cochina	cochina	k o tʃ i n a				
1903	Spanish	SOW (FEMALE PIG)	cerda	cerda	s ɛ ɾ ð a				
3638	Yaqui	SOW (FEMALE PIG)	kowi jamut	kowi_jamut	k o w i + j a m u t				
6348	Qeqchi	SOW (FEMALE PIG)	ixqi aaq	ixqi_aaq	i ʃ q i + aː qʰ				
6349	Qeqchi	SOW (FEMALE PIG)	xa’an aaq	xa’an_aaq	ʃ a ʔ a n + aː qʰ				
8186	Otomi	SOW (FEMALE PIG)	tsubu̲ts'u̲di	tsubu̲ts'u̲di	ts u b u tsʼ u d i				
10315	ImbaburaQuechua	SOW (FEMALE PIG)	kuchi	kuchi	k u tʃ i				
11466	Wichi	SOW (FEMALE PIG)	nitsetaj atsinha	nitsetaj_atsinha	n i ts e t a x + a ts i n̥ a				
11467	Wichi	SOW (FEMALE PIG)	kutsi atsinha	kutsi_atsinha	k u ts i + a ts i n̥ a	Spanish			
12759	Mapudungun	SOW (FEMALE PIG)	zomo sanchu	zomo_sanchu	z o m o + s a n tʃ u	Spanish			
755	Portuguese	SOW SEEDS	semear	semear	s e m i a ʁ				
2450	Spanish	SOW SEEDS	sembrar	sembrar	s e m b ɾ a ɾ				
2451	Spanish	SOW SEEDS	desparramar	desparramar	d ɛ s p a r a m a ɾ				
4104	Yaqui	SOW SEEDS	eecha	eecha	eː tʃ a				
5492	ZinacantanTzotzil	SOW SEEDS	vih	vih	v i h				
6900	Qeqchi	SOW SEEDS	awok	awok	a w o kʰ				
6901	Qeqchi	SOW SEEDS	hirok	hirok	h i ɾ o kʰ				
8808	Otomi	SOW SEEDS	pot'i	pot'i	p o t̪ʼ i				
8809	Otomi	SOW SEEDS	poni (2)	poni	p o n i				
10685	ImbaburaQuechua	SOW SEEDS	tarpuna	tarpuna	t a ɾ p u n a				
